11108,晒缯涌站	2211,大东门(中山三路)站2 
5604,江夏北二路总站	2716,芳村客运站2 
5387,回龙亭站	2716,芳村客运站2 
5386,回龙亭站	2716,芳村客运站2 
8845,天益第二工业区站	2716,芳村客运站2 
5239,黄村站	2716,芳村客运站2 
5238,黄村站	2716,芳村客运站2 
5237,黄村训练基地总站	2716,芳村客运站2 
5233,黄村路西站	2716,芳村客运站2 
5222,黄村村委站	2716,芳村客运站2 
5220,黄村北路站	2716,芳村客运站2 
6088,乐墩路口站	2716,芳村客运站2 
6073,来安四街站	2716,芳村客运站2 
6072,来安四街站	2716,芳村客运站2 
6071,来安三街站	2716,芳村客运站2 
6070,来安三街站	2716,芳村客运站2 
10343,永兴市场站	2716,芳村客运站2 
10342,振兴村委站	2716,芳村客运站2 
10341,民容路口站	2716,芳村客运站2 
8176,欣荣路口站	2716,芳村客运站2 
8168,灵山市场站	2716,芳村客运站2 
8159,九比村站	2716,芳村客运站2 
8128,东涌村(工业路)站	2716,芳村客运站2 
8122,太石工业区站	2716,芳村客运站2 
8112,灵山二中站	2716,芳村客运站2 
5184,宦溪西路站	2716,芳村客运站2 
5183,宦溪西路站	2716,芳村客运站2 
5182,宦溪西路西站	2716,芳村客运站2 
5181,宦溪西路西站	2716,芳村客运站2 
5171,环镇路口站	2716,芳村客运站2 
5166,环岭路总站	2716,芳村客运站2 
5123,华泉社区站	2716,芳村客运站2 
5366,黄屋村站	2716,芳村客运站2 
5365,黄田大道中站	2716,芳村客运站2 
5362,黄田村站	2716,芳村客运站2 
5361,黄田村委站	2716,芳村客运站2 
5335,黄沙总站②	2716,芳村客运站2 
5295,黄埔客运站	2716,芳村客运站2 
5294,黄埔客运站	2716,芳村客运站2 
5279,黄麻小学站	2716,芳村客运站2 
5269,黄麻村经济合作社站	2716,芳村客运站2 
5881,均田站	2716,芳村客运站2 
9921,大东门（中山三路）站	2716,芳村客运站2 
6364,碑记街站	2716,芳村客运站2 
5850,旧市场路口站	2716,芳村客运站2 
5849,旧市场路口站	2716,芳村客运站2 
8874,南涌村委会站	2716,芳村客运站2 
8873,含珠村站	2716,芳村客运站2 
8872,鱼窝头市场站	2716,芳村客运站2 
8870,天益村站	2716,芳村客运站2 
8868,天益第二工业区站	2716,芳村客运站2 
8865,小乌第二工业区站	2716,芳村客运站2 
8861,简太路站	2716,芳村客运站2 
8859,大同村站	2716,芳村客运站2 
3231,棠涌南街站	2716,芳村客运站2 
4804,龙归(园夏村)总站	2716,芳村客运站2 
4802,龙岗村站	2716,芳村客运站2 
4801,龙岗村口站	2716,芳村客运站2 
4718,蓼江村站	2716,芳村客运站2 
4717,寮竹路站	2716,芳村客运站2 
4716,寮竹路站	2716,芳村客运站2 
4715,寮采中路站	2716,芳村客运站2 
4714,寮采中路站	2716,芳村客运站2 
4710,良田南路站	2716,芳村客运站2 
4706,良田环村西站	2716,芳村客运站2 
4702,良城三路站	2716,芳村客运站2 
6027,科翔路(尖塔山路口)站	2716,芳村客运站2 
6026,科翔路(尖塔山路口)站	2716,芳村客运站2 
7722,石基地铁站	2716,芳村客运站2 
7720,官涌村站	2716,芳村客运站2 
4520,石溪东路站	2716,芳村客运站2 
4493,石牌桥站	2716,芳村客运站2 
4492,石牌桥站	2716,芳村客运站2 
4455,石井潭村总站2	2716,芳村客运站2 
4437,石化路口站	2716,芳村客运站2 
4436,石化路口站	2716,芳村客运站2 
4433,石湖小学站	2716,芳村客运站2 
4381,师大暨大站	2716,芳村客运站2 
4380,师大暨大站	2716,芳村客运站2 
4329,深井市场站	2716,芳村客运站2 
4328,深井码头总站	2716,芳村客运站2 
5095,华坑路站	2716,芳村客运站2 
5077,华景新城站	2716,芳村客运站2 
5076,华景新城站	2716,芳村客运站2 
5069,华海街口站	2716,芳村客运站2 
5068,华海街口站A	2716,芳村客运站2 
5001,胡氏祠堂站	2716,芳村客运站2 
5000,后滘西大街站	2716,芳村客运站2 
4999,后滘西大街站	2716,芳村客运站2 
4998,后滘大街总站	2716,芳村客运站2 
4993,后滘村口站	2716,芳村客运站2 
4992,后滘村口站	2716,芳村客运站2 
4991,猴王庙站	2716,芳村客运站2 
4985,洪村站	2716,芳村客运站2 
4979,宏明路中站	2716,芳村客运站2 
4974,宏光路站	2716,芳村客运站2 
4957,红山站	2716,芳村客运站2 
4956,红山站	2716,芳村客运站2 
6147,夏良路(高桥路口)站	2716,芳村客运站2 
8108,嘉裕花园站	2716,芳村客运站2 
10058,星岛环北路(螺旋二路路口)站	2716,芳村客运站2 
10052,螺旋大道西站	2716,芳村客运站2 
6948,杨屋村站	2716,芳村客运站2 
6406,长平村总站	2716,芳村客运站2 
6069,来安二街站	2716,芳村客运站2 
6068,来安二街站	2716,芳村客运站2 
7895,华峰路(红旗村)站	2716,芳村客运站2 
10210,东湖洲花园站C	2716,芳村客运站2 
7802,中二横路东站	2716,芳村客运站2 
7800,北三路南站	2716,芳村客运站2 
7098,马洞村委	2716,芳村客运站2 
6660,南村公园站	2716,芳村客运站2 
6599,井岗村口站	2716,芳村客运站2 
6210,水西路北站	2716,芳村客运站2 
6208,八十一中学站	2716,芳村客运站2 
6207,人人佳站	2716,芳村客运站2 
6167,碑记街口站	2716,芳村客运站2 
10120,红旗路南站	2716,芳村客运站2 
10060,地铁官洲站总站	2716,芳村客运站2 
10054,生物岛水墨园站	2716,芳村客运站2 
1150,艺苑南路站	2716,芳村客运站2 
3497,梅山工业区站	2716,芳村客运站2 
3496,梅山工业区站	2716,芳村客运站2 
3486,帽峰山(铜锣湾水库)总站	2716,芳村客运站2 
3484,茅坦村站	2716,芳村客运站2 
3481,茅岗站	2716,芳村客运站2 
3480,茅岗站	2716,芳村客运站2 
3431,萝岗中心小学站	2716,芳村客运站2 
3345,鹿步新路站	2716,芳村客运站2 
3343,鹿步球场站	2716,芳村客运站2 
3342,鹿步牌坊站	2716,芳村客运站2 
3340,鹿步剧场站	2716,芳村客运站2 
3338,鹿步大路站	2716,芳村客运站2 
3336,鹿步大街站	2716,芳村客运站2 
5458,吉洞站	2716,芳村客运站2 
5436,机电技工学校站	2716,芳村客运站2 
4605,双岗站	2716,芳村客运站2 
4604,双岗站	2716,芳村客运站2 
4603,双岗天桥站	2716,芳村客运站2 
4602,双岗天桥站	2716,芳村客运站2 
4560,市九十一中站	2716,芳村客运站2 
4310,上屋站	2716,芳村客运站2 
4307,上涂屋西二街站	2716,芳村客运站2 
4296,上社站	2716,芳村客运站2 
4295,上社站	2716,芳村客运站2 
4294,上社牌坊总站	2716,芳村客运站2 
4293,上社口岗新大街站	2716,芳村客运站2 
4292,上社口岗新大街站	2716,芳村客运站2 
4291,上社口岗大街站	2716,芳村客运站2 
4290,上社口岗大街站	2716,芳村客运站2 
4289,上社东升大街站	2716,芳村客运站2 
4288,上社东升大街站	2716,芳村客运站2 
4287,上埔庄路口站	2716,芳村客运站2 
10691,黄鹤路(广州市残疾人体育运动中心)总站	2716,芳村客运站2 
7798,金州新邨站	2716,芳村客运站2 
7550,潭村牌坊站	2716,芳村客运站2 
7093,钟升东路站	2716,芳村客运站2 
6753,新和村站	2716,芳村客运站2 
10807,广医四院西门站	2716,芳村客运站2 
10803,地铁海傍站	2716,芳村客运站2 
8616,龙古村站	2716,芳村客运站2 
8600,南沙村站	2716,芳村客运站2 
8588,石楼碧桂园站	2716,芳村客运站2 
8586,茭塘东站	2716,芳村客运站2 
8583,胜洲村中心站	2716,芳村客运站2 
8576,石楼碧桂园站	2716,芳村客运站2 
8573,砺江桥站	2716,芳村客运站2 
10982,西丽小学站	2716,芳村客运站2 
7094,马沥村站	2716,芳村客运站2 
6774,纲领村站	2716,芳村客运站2 
3857,平沙南街站	2716,芳村客运站2 
3853,平沙公园站	2716,芳村客运站2 
11245,钟村交警中队站	2716,芳村客运站2 
11244,屏二村站	2716,芳村客运站2 
9240,南浦桥南沿沙路站	2716,芳村客运站2 
8866,小乌站	2716,芳村客运站2 
11236,利丰大道站	2716,芳村客运站2 
11234,天陆桥站	2716,芳村客运站2 
8804,石楼劳动保障中心	2716,芳村客运站2 
8791,良种场一区站	2716,芳村客运站2 
8753,怡发拉链厂站	2716,芳村客运站2 
11232,勾镰村站	2716,芳村客运站2 
11077,万洲村委站	2716,芳村客运站2 
11014,珠宝产业园站	2716,芳村客运站2 
4260,山下街站	2716,芳村客运站2 
3634,南海神庙站	2716,芳村客运站2 
9247,西乡二路路口站	2716,芳村客运站2 
9173,地铁坦尾站	2716,芳村客运站2 
8648,大岗中心小学站	2716,芳村客运站2 
8643,潭洲医院站	2716,芳村客运站2 
8635,大岗中心小学站	2716,芳村客运站2 
8626,放马村站	2716,芳村客运站2 
8621,新联一村站	2716,芳村客运站2 
8602,东隆村站	2716,芳村客运站2 
8580,蒲岗路口站	2716,芳村客运站2 
8126,大稳村站	2716,芳村客运站2 
10213,罗岗市场站	2716,芳村客运站2 
10123,福龙路站	2716,芳村客运站2 
9933,陈家祠站3	2716,芳村客运站2 
6617,石西路口站	2716,芳村客运站2 
3633,南海神庙站	2716,芳村客运站2 
10875,福涌站	2716,芳村客运站2 
10873,福田村站	2716,芳村客运站2 
10858,东区市场站	2716,芳村客运站2 
10676,沙太南路总站	2716,芳村客运站2 
10411,大沙坪站	2716,芳村客运站2 
9234,会江学校站	2716,芳村客运站2 
8637,阳光城市广场站	2716,芳村客运站2 
8633,大岗供电所站	2716,芳村客运站2 
8609,大岗园林宾馆路口站	2716,芳村客运站2 
10111,埔南路延长线中站	2716,芳村客运站2 
7115,长洲路口(黄埔军校)站	2716,芳村客运站2 
6769,红旗中心(博罗庄)站	2716,芳村客运站2 
10846,大平村站	2716,芳村客运站2 
10806,运动员二四区站	2716,芳村客运站2 
9445,师大暨大站1	2716,芳村客运站2 
5563,江海大道中(赤岗)总站	2716,芳村客运站2 
5549,江东村站	2716,芳村客运站2 
5548,江东村站	2716,芳村客运站2 
5541,江贝村站	2716,芳村客运站2 
5539,江贝村运动场站	2716,芳村客运站2 
5513,嘉禾地铁站总站2	2716,芳村客运站2 
5502,加石路中站	2716,芳村客运站2 
5499,加石路口站	2716,芳村客运站2 
5498,加石路(七星岗路口)站	2716,芳村客运站2 
5495,加石路(罗岗村)站	2716,芳村客运站2 
10112,埔南路延长线中站	2716,芳村客运站2 
10109,天蕴路站	2716,芳村客运站2 
8188,新南村站	2716,芳村客运站2 
10731,永盛路站	2716,芳村客运站2 
10725,竹山村站	2716,芳村客运站2 
10722,棠下路口站	2716,芳村客运站2 
10715,佛塱路口站	2716,芳村客运站2 
10755,南岭桥头南街口站	2716,芳村客运站2 
10751,南岭工业区南路东站	2716,芳村客运站2 
10748,长湴工业一路站	2716,芳村客运站2 
10744,坑背工业街口站	2716,芳村客运站2 
10741,广东警官学院站	2716,芳村客运站2 
9237,石南路东站	2716,芳村客运站2 
8684,亭角大桥东站	2716,芳村客运站2 
8647,大岗派出所站	2716,芳村客运站2 
8642,上村站	2716,芳村客运站2 
8638,岭东村站	2716,芳村客运站2 
8629,北流村站	2716,芳村客运站2 
8625,增沙村站	2716,芳村客运站2 
8620,大岗中船基地站	2716,芳村客运站2 
8606,东隆村站	2716,芳村客运站2 
8604,南顺二村总站	2716,芳村客运站2 
8597,亚洲国际城站	2716,芳村客运站2 
10405,花山第二工业区站	2716,芳村客运站2 
8582,胜洲村总站	2716,芳村客运站2 
8579,利联仓行站	2716,芳村客运站2 
8577,茭塘西站	2716,芳村客运站2 
7225,寮采村口站	2716,芳村客运站2 
3563,沐陂路(彩釉砖厂)总站	2716,芳村客运站2 
10696,江夏东一路站	2716,芳村客运站2 
10410,正迳站	2716,芳村客运站2 
9651,新滘东路(龙潭村)总站	2716,芳村客运站2 
7542,槎龙村生活区站	2716,芳村客运站2 
10125,钟落潭总站	2716,芳村客运站2 
7045,瑶池大街站	2716,芳村客运站2 
4018,人和村站	2716,芳村客运站2 
3959,桥中南路站	2716,芳村客运站2 
3954,桥西路口站	2716,芳村客运站2 
3937,前进北街站	2716,芳村客运站2 
11311,前锋村总站	2716,芳村客运站2 
11310,海涌路站	2716,芳村客运站2 
11309,海傍桥站	2716,芳村客运站2 
11308,富怡苑站	2716,芳村客运站2 
10947,沙湾文化中心站	2716,芳村客运站2 
10934,沙南路站	2716,芳村客运站2 
10687,鹤泰路东站	2716,芳村客运站2 
8778,怡发拉链厂站	2716,芳村客运站2 
8777,官坦村站	2716,芳村客运站2 
8124,大利高站	2716,芳村客运站2 
8106,灵山成校站	2716,芳村客运站2 
7640,万寿路站总站	2716,芳村客运站2 
7172,矮岗村委站	2716,芳村客运站2 
10122,红旗路站	2716,芳村客运站2 
10108,天蕴路站	2716,芳村客运站2 
10689,鹤泰路西站	2716,芳村客运站2 
7454,长红小学站	2716,芳村客运站2 
7170,西成路站	2716,芳村客运站2 
6750,黎家塘村站	2716,芳村客运站2 
10754,南岭工业区中路站	2716,芳村客运站2 
10749,南岭工业区五横路口站	2716,芳村客运站2 
10745,坑背工业街站	2716,芳村客运站2 
10631,九太路站	2716,芳村客运站2 
10626,石溪东路站	2716,芳村客运站2 
10969,西城水果批发市场站	2716,芳村客运站2 
10911,康裕西苑站	2716,芳村客运站2 
10688,鹤泰路中站	2716,芳村客运站2 
10647,瑶池西街口站	2716,芳村客运站2 
10282,东圃大马路站	2716,芳村客运站2 
10215,罗岗村委站	2716,芳村客运站2 
9452,师大暨大站1	2716,芳村客运站2 
9986,丹山村(西环路)站	2716,芳村客运站2 
9243,东乡水闸站	2716,芳村客运站2 
6959,海布站	2716,芳村客运站2 
6949,明华市场站	2716,芳村客运站2 
6598,井岗大道南街口站	2716,芳村客运站2 
3832,培红小学站	2716,芳村客运站2 
3824,潘屋站	2716,芳村客运站2 
3823,潘屋站	2716,芳村客运站2 
3788,牛牯潭站	2716,芳村客运站2 
6385,同和总站	2716,芳村客运站2 
6600,雄丰路口站	2716,芳村客运站2 
10756,南岭村委站	2716,芳村客运站2 
10753,南岭工业区四横路站	2716,芳村客运站2 
10752,南岭工业区南路站	2716,芳村客运站2 
10750,南岭工业区八横路站	2716,芳村客运站2 
10746,长湴街站	2716,芳村客运站2 
10743,地糖街尾站	2716,芳村客运站2 
10742,武警广州指挥学院正门站	2716,芳村客运站2 
10733,永华路站	2716,芳村客运站2 
10732,永盛路站	2716,芳村客运站2 
10730,永华路站	2716,芳村客运站2 
10729,华峰寺站	2716,芳村客运站2 
10723,金水里村口站	2716,芳村客运站2 
10716,下佰坑村口站	2716,芳村客运站2 
10714,建设新街站	2716,芳村客运站2 
10713,凤凰下街站	2716,芳村客运站2 
10710,庄埔路中站	2716,芳村客运站2 
10685,地铁江夏站总站	2716,芳村客运站2 
10633,九佛二中北门站	2716,芳村客运站2 
8779,锦兴染厂站	2716,芳村客运站2 
8161,顺河村站	2716,芳村客运站2 
8130,镇标站	2716,芳村客运站2 
8121,西樵村站	2716,芳村客运站2 
8096,欣荣路口站	2716,芳村客运站2 
6757,白土村站	2716,芳村客运站2 
9236,和平路口站	2716,芳村客运站2 
8871,天益工业区站	2716,芳村客运站2 
8864,裕丰钢铁厂站	2716,芳村客运站2 
8792,界涌桥站	2716,芳村客运站2 
8646,阳光城市广场站	2716,芳村客运站2 
8628,龙古村站	2716,芳村客运站2 
8624,大岗中船基地站	2716,芳村客运站2 
8619,增沙村站	2716,芳村客运站2 
8867,良角站	2716,芳村客运站2 
10344,盘古中路站	2716,芳村客运站2 
8780,励业染厂站	2716,芳村客运站2 
8634,大岗医院站	2716,芳村客运站2 
8614,大岗镇政府站	2716,芳村客运站2 
8589,莲花山庄站	2716,芳村客运站2 
8584,蒲岗路口站	2716,芳村客运站2 
8574,大岭村龙漖路口站	2716,芳村客运站2 
10124,福龙路站	2716,芳村客运站2 
7541,槎溪大道站	2716,芳村客运站2 
3734,南湾站	2716,芳村客运站2 
3733,南湾站	2716,芳村客运站2 
3727,南田坊站	2716,芳村客运站2 
10690,黄鹤路口站	2716,芳村客运站2 
9244,东乡村站	2716,芳村客运站2 
9241,水厂路口站	2716,芳村客运站2 
10345,龙泉路口站	2716,芳村客运站2 
8552,岗尾站	2716,芳村客运站2 
8405,果园村站	2716,芳村客运站2 
7396,莘田工业区站	2716,芳村客运站2 
7256,同康路总站	2716,芳村客运站2 
6749,长沙浦村站	2716,芳村客运站2 
3715,南社站	2716,芳村客运站2 
8862,博盈站	2716,芳村客运站2 
8839,南涌村委会站	2716,芳村客运站2 
11215,东泰工业区站	2716,芳村客运站2 
7097,仲恺农业工程学院北门站	2716,芳村客运站2 
7095,广东机电技术学院	2716,芳村客运站2 
7080,时代糖果	2716,芳村客运站2 
11213,凌边六队站	2716,芳村客运站2 
6902,田心大路口站	2716,芳村客运站2 
11211,木棉脚站	2716,芳村客运站2 
11207,榄塘村委站	2716,芳村客运站2 
11204,何贤医院(环城东路站)站	2716,芳村客运站2 
4115,三角亭站	2716,芳村客运站2 
11122,沙涌村(市莲路)站	2716,芳村客运站2 
10912,福冠路口站	2716,芳村客运站2 
10693,鹤泰路西站	2716,芳村客运站2 
10893,环城西路站	2716,芳村客运站2 
9291,田心村口站	2716,芳村客运站2 
10048,长平村站	2716,芳村客运站2 
11352,南派村站	2716,芳村客运站2 
9257,南浦综合市场站	2716,芳村客运站2 
11351,南派花场站	2716,芳村客运站2 
11350,西窖村站	2716,芳村客运站2 
11347,江鸥村站	2716,芳村客运站2 
8863,太石市场站	2716,芳村客运站2 
11111,东导桥站	2716,芳村客运站2 
11057,鱼窝头车站站	2716,芳村客运站2 
8321,岗埔街站	2716,芳村客运站2 
8319,新村一巷站	2716,芳村客运站2 
11020,宜安村站	2716,芳村客运站2 
10409,席草塘站	2716,芳村客运站2 
10339,太子广场站	2716,芳村客运站2 
9519,南沙牌坊站	2716,芳村客运站2 
8587,茭塘西站	2716,芳村客运站2 
8585,利联仓行站	2716,芳村客运站2 
8575,莲花山庄站	2716,芳村客运站2 
8572,灵兴工业园站	2716,芳村客运站2 
8551,横沥中街口站	2716,芳村客运站2 
8403,大心田村站	2716,芳村客运站2 
9944,东平(横岗)总站	2716,芳村客运站2 
7804,中二横路西站	2716,芳村客运站2 
7723,南浦村站	2716,芳村客运站2 
7553,潭村综合市场站	2716,芳村客运站2 
10133,观达路中站	2716,芳村客运站2 
6595,井岗大道北街站	2716,芳村客运站2 
11200,民政局婚姻登记处站	2716,芳村客运站2 
11196,恒升工业园站	2716,芳村客运站2 
11195,区公汽东门站	2716,芳村客运站2 
11194,石基四中站	2716,芳村客运站2 
11193,捷达莱堡厂站	2716,芳村客运站2 
11192,海涌路站	2716,芳村客运站2 
11190,富庭花园站	2716,芳村客运站2 
11188,沙涌村(富怡路)站	2716,芳村客运站2 
11187,茶东东村站	2716,芳村客运站2 
11183,洋五洲站	2716,芳村客运站2 
11182,新洲村委站	2716,芳村客运站2 
8191,凤尾村委站	2716,芳村客运站2 
4057,榕村站	2716,芳村客运站2 
11345,贵斗村站	2716,芳村客运站2 
11344,沙南村站	2716,芳村客运站2 
11338,美特厂站	2716,芳村客运站2 
11336,柏堂牌坊站	2716,芳村客运站2 
11332,市桥街计生办站	2716,芳村客运站2 
11331,东兴路口站	2716,芳村客运站2 
11330,茶东村站	2716,芳村客运站2 
10883,规划局站	2716,芳村客运站2 
10871,福龙工业区站	2716,芳村客运站2 
10695,鹤泰路东站	2716,芳村客运站2 
10686,江夏东一路站	2716,芳村客运站2 
7794,云骏路站	2716,芳村客运站2 
9746,北站路站	2716,芳村客运站2 
6952,纳海皮具园站	2716,芳村客运站2 
6946,杨屋路口站	2716,芳村客运站2 
9444,岗顶站1	2716,芳村客运站2 
3656,南宁小区站	2716,芳村客运站2 
10440,杨二村站	2716,芳村客运站2 
10408,花城站	2716,芳村客运站2 
10407,石灰场站	2716,芳村客运站2 
9275,会江村站	2716,芳村客运站2 
8127,安顺村站	2716,芳村客运站2 
7809,长平村口站	2716,芳村客运站2 
10439,北兴供电所站	2716,芳村客运站2 
10211,东湖洲花园站A	2716,芳村客运站2 
6589,罗溪村委站	2716,芳村客运站2 
5834,九龙镇新市场站	2716,芳村客运站2 
5833,九龙二小九楼分校站	2716,芳村客运站2 
8781,东导村委站	2716,芳村客运站2 
8752,锦兴染厂站	2716,芳村客运站2 
8640,潭洲医院站	2716,芳村客运站2 
8649,新围村总站	2716,芳村客运站2 
8645,岭东村站	2716,芳村客运站2 
8641,上村站	2716,芳村客运站2 
8632,二湾路口站	2716,芳村客运站2 
8623,新联一村站	2716,芳村客运站2 
8618,放马村站	2716,芳村客运站2 
8608,南沙村站	2716,芳村客运站2 
8605,南顺一村站	2716,芳村客运站2 
8601,中埠村站	2716,芳村客运站2 
8590,大岭村龙漖路口站	2716,芳村客运站2 
8563,柏兴中路站	2716,芳村客运站2 
8549,太成路站	2716,芳村客运站2 
8404,大心田村站	2716,芳村客运站2 
10805,运动员一三区站	2716,芳村客运站2 
7793,恒达路站	2716,芳村客运站2 
7732,官桥牌坊站	2716,芳村客运站2 
7726,赤岗新村站	2716,芳村客运站2 
9518,南沙牌坊站	2716,芳村客运站2 
10340,阳光路站	2716,芳村客运站2 
10337,团结路口站	2716,芳村客运站2 
10267,园坛岭路站	2716,芳村客运站2 
10056,星岛环南路中站	2716,芳村客运站2 
9661,新丰路中(禾丰新村)站	2716,芳村客运站2 
8793,海傍小学站	2716,芳村客运站2 
8764,石牌村站	2716,芳村客运站2 
8751,励业染厂站	2716,芳村客运站2 
8407,龙江村总站	2716,芳村客运站2 
11223,桥福园(东环路)站	2716,芳村客运站2 
11222,交警大队站	2716,芳村客运站2 
11219,茶东小学站	2716,芳村客运站2 
11217,丰达电机厂站	2716,芳村客运站2 
5824,九佛二中站	2716,芳村客运站2 
8801,贵冲站	2716,芳村客运站2 
8794,海傍幼儿园站	2716,芳村客运站2 
8776,培贤路站	2716,芳村客运站2 
8775,东涌吉祥路站	2716,芳村客运站2 
8765,沙公堡村	2716,芳村客运站2 
8758,东涌镇政府站	2716,芳村客运站2 
8754,官坦村站	2716,芳村客运站2 
8550,横沥北街口站	2716,芳村客运站2 
8406,果园村站	2716,芳村客运站2 
8401,边谭社站	2716,芳村客运站2 
7897,华峰路(红旗村)站	2716,芳村客运站2 
10059,星汉大道北站	2716,芳村客运站2 
6773,纲领南路站	2716,芳村客运站2 
6619,杨山村委站	2716,芳村客运站2 
6500,海傍村站	2716,芳村客运站2 
5818,迳头三社站	2716,芳村客运站2 
5817,迳头三社站	2716,芳村客运站2 
5816,迳头六社站	2716,芳村客运站2 
5815,迳头六社站	2716,芳村客运站2 
5814,迳头九社总站	2716,芳村客运站2 
5813,迳头二小分校站	2716,芳村客运站2 
5812,迳头二小分校站	2716,芳村客运站2 
5811,迳头二社站	2716,芳村客运站2 
5810,迳头二社站	2716,芳村客运站2 
5803,景泰直街北站	2716,芳村客运站2 
8402,边谭社站	2716,芳村客运站2 
8194,凤尾路站	2716,芳村客运站2 
8157,雁沙村站	2716,芳村客运站2 
11355,易发步行街站	2716,芳村客运站2 
7902,甘竹村站	2716,芳村客运站2 
7780,双井村口站	2716,芳村客运站2 
11353,新兴渔村站	2716,芳村客运站2 
11174,地铁海傍站总站	2716,芳村客运站2 
7681,傍新路口站	2716,芳村客运站2 
11056,鱼窝头大道站	2716,芳村客运站2 
11045,中教村站	2716,芳村客运站2 
6759,广陈路站	2716,芳村客运站2 
11016,灵山医院站	2716,芳村客运站2 
6636,小塘北路站	2716,芳村客运站2 
6629,蓼江村北站	2716,芳村客运站2 
8497,向西大道口站	2716,芳村客运站2 
8419,亭角北站	2716,芳村客运站2 
11007,禺山高级中学站	2716,芳村客运站2 
10905,解放路站	2716,芳村客运站2 
10864,番安教考场站	2716,芳村客运站2 
8109,平稳工业区站	2716,芳村客运站2 
10272,北村(北太路)站	2716,芳村客运站2 
7317,两龙市场站	2716,芳村客运站2 
7222,人和华盛南路站	2716,芳村客运站2 
6728,白沙商贸街站	2716,芳村客运站2 
6686,南村公园站	2716,芳村客运站2 
8711,亭角大桥东站	2716,芳村客运站2 
8177,潭洲市场站	2716,芳村客运站2 
8160,榄九路口站	2716,芳村客运站2 
8129,东涌东丫村站	2716,芳村客运站2 
8125,石基村(市南路)站	2716,芳村客运站2 
8120,上坭村站	2716,芳村客运站2 
7792,天生路站	2716,芳村客运站2 
6772,竹二村站	2716,芳村客运站2 
6620,鹤岗村站	2716,芳村客运站2 
6596,井岗村委站	2716,芳村客运站2 
9659,新丰路(布岭村)站	2716,芳村客运站2 
5777,锦城花园(东风东)总站②	2716,芳村客运站2 
5766,金洲北路站	2716,芳村客运站2 
3890,七十三中学站	2716,芳村客运站2 
10879,公安基地站	2716,芳村客运站2 
10869,福德路口站	2716,芳村客运站2 
10848,大平市场站	2716,芳村客运站2 
9453,岗顶站2	2716,芳村客运站2 
10335,横坑迳站	2716,芳村客运站2 
9098,铁路边站	2716,芳村客运站2 
10057,星岛环南路（星汗一路路口）站	2716,芳村客运站2 
6663,夏良路中站	2716,芳村客运站2 
6662,夏良中心公园站	2716,芳村客运站2 
3877,埔南路延长段中站	2716,芳村客运站2 
9235,石南路站	2716,芳村客运站2 
8876,三沙村口站	2716,芳村客运站2 
11307,茶东村(富怡路)站	2716,芳村客运站2 
8803,石楼镇政府站	2716,芳村客运站2 
8156,坳尾村站	2716,芳村客运站2 
8155,下坭村站	2716,芳村客运站2 
11303,汇景大道站	2716,芳村客运站2 
11302,龙湾路口站	2716,芳村客运站2 
8123,墩涌站	2716,芳村客运站2 
8094,潭洲车站总站	2716,芳村客运站2 
7397,中兴市场站	2716,芳村客运站2 
10119,红旗路南站	2716,芳村客运站2 
9274,会江村委站	2716,芳村客运站2 
9245,南浦车站	2716,芳村客运站2 
9542,艺苑南路口站	2716,芳村客运站2 
11322,凌边一队站	2716,芳村客运站2 
8869,天益桥站	2716,芳村客运站2 
8761,昌利工业城站	2716,芳村客运站2 
8750,东导村委站	2716,芳村客运站2 
8636,大岗派出所站	2716,芳村客运站2 
8631,雍富酒店站	2716,芳村客运站2 
8622,新联二村总站	2716,芳村客运站2 
8607,中埠村站	2716,芳村客运站2 
8603,南顺一村站	2716,芳村客运站2 
8599,大岗园林宾馆路口站	2716,芳村客运站2 
8596,浮莲岗站	2716,芳村客运站2 
8593,莲花山度假村站	2716,芳村客运站2 
8581,胜洲村中心站	2716,芳村客运站2 
8578,茭塘东站	2716,芳村客运站2 
11318,新水坑牌坊站	2716,芳村客运站2 
11316,蔡三村站	2716,芳村客运站2 
8420,亭角南站	2716,芳村客运站2 
8158,沙角村站	2716,芳村客运站2 
8132,励业路口站	2716,芳村客运站2 
11314,老干部活动中心站	2716,芳村客运站2 
8095,潭洲市场站	2716,芳村客运站2 
11313,长沙路站	2716,芳村客运站2 
11312,前锋路站	2716,芳村客运站2 
11137,二横路口站1	2716,芳村客运站2 
7896,华峰寺总站	2716,芳村客运站2 
11113,新桥东站	2716,芳村客运站2 
11110,七十七站	2716,芳村客运站2 
11097,东导桥站	2716,芳村客运站2 
7247,彩滨北路站	2716,芳村客运站2 
7230,良沙路站	2716,芳村客运站2 
6950,溢盈广场站	2716,芳村客运站2 
9451,上社站1	2716,芳村客运站2 
9446,上社站1	2716,芳村客运站2 
11074,十二队站	2716,芳村客运站2 
11060,万洲村(解放队)站	2716,芳村客运站2 
8627,马前村站	2716,芳村客运站2 
8617,马前村站	2716,芳村客运站2 
8615,北流村站	2716,芳村客运站2 
7714,大龙桥站	2716,芳村客运站2 
10692,黄鹤路口站	2716,芳村客运站2 
7551,潭村文化广场站	2716,芳村客运站2 
7315,花都一中站	2716,芳村客运站2 
7166,人和华成路东站	2716,芳村客运站2 
6630,蓼江上梁站	2716,芳村客运站2 
9806,大同牌坊站	2716,芳村客运站2 
5832,九龙二小九楼分校站	2716,芳村客运站2 
