938,新业路口站	1037,雅瑶镇医院站 
20129,金洲	1037,雅瑶镇医院站 
20048,天河客运站	1037,雅瑶镇医院站 
20011,五山	1037,雅瑶镇医院站 
11793,禺秀园站	1037,雅瑶镇医院站 
11792,广汽基地总站	1037,雅瑶镇医院站 
11790,三德路口站	1037,雅瑶镇医院站 
11789,深沙村站	1037,雅瑶镇医院站 
11786,同乐村站	1037,雅瑶镇医院站 
11783,化龙第二小学站	1037,雅瑶镇医院站 
11782,草堂村站	1037,雅瑶镇医院站 
11781,潭山村站	1037,雅瑶镇医院站 
11780,金湖工业区站	1037,雅瑶镇医院站 
11779,西山村站	1037,雅瑶镇医院站 
11778,应塘坊站	1037,雅瑶镇医院站 
11777,化龙公园站	1037,雅瑶镇医院站 
11775,颐养院站	1037,雅瑶镇医院站 
11764,美洁环卫厂站	1037,雅瑶镇医院站 
11763,凌边工业区站	1037,雅瑶镇医院站 
11762,桥山工业区站	1037,雅瑶镇医院站 
11760,新水坑村生态园站	1037,雅瑶镇医院站 
11758,星域动漫科技城站	1037,雅瑶镇医院站 
11756,东沙村站	1037,雅瑶镇医院站 
11755,海滨大厦站	1037,雅瑶镇医院站 
3153,太平洋工业区站	1037,雅瑶镇医院站 
20017,体育中心	1037,雅瑶镇医院站 
20073,杨箕	1037,雅瑶镇医院站 
20019,体育西路	1037,雅瑶镇医院站 
57,志诚大道东站	1037,雅瑶镇医院站 
56,纸厂总站①	1037,雅瑶镇医院站 
20006,东山口	1037,雅瑶镇医院站 
43,植树公园站	1037,雅瑶镇医院站 
21,孖塘站	1037,雅瑶镇医院站 
20,孖塘站	1037,雅瑶镇医院站 
17,庄埔路口站	1037,雅瑶镇医院站 
16,庄埔路口站	1037,雅瑶镇医院站 
5,竹料总站②	1037,雅瑶镇医院站 
20094,烈士陵园	1037,雅瑶镇医院站 
20024,农讲所	1037,雅瑶镇医院站 
1571,镇龙总站	1037,雅瑶镇医院站 
1570,镇龙邮局站	1037,雅瑶镇医院站 
1569,镇龙邮局站	1037,雅瑶镇医院站 
1567,镇龙医院站	1037,雅瑶镇医院站 
1565,镇龙一中站	1037,雅瑶镇医院站 
1563,镇龙墟站	1037,雅瑶镇医院站 
1562,镇龙水厂站	1037,雅瑶镇医院站 
206,珠江花园站	1037,雅瑶镇医院站 
20022,公园前	1037,雅瑶镇医院站 
20121,西门口	1037,雅瑶镇医院站 
193,珠江村站	1037,雅瑶镇医院站 
192,珠江村站	1037,雅瑶镇医院站 
20140,黄沙	1037,雅瑶镇医院站 
20131,长寿路	1037,雅瑶镇医院站 
20132,陈家祠	1037,雅瑶镇医院站 
20113,芳村	1037,雅瑶镇医院站 
174,珠村站	1037,雅瑶镇医院站 
20111,花地湾	1037,雅瑶镇医院站 
2763,枫下二社站	1037,雅瑶镇医院站 
2762,枫下二社站	1037,雅瑶镇医院站 
2759,枫下村北站	1037,雅瑶镇医院站 
2757,风正街站	1037,雅瑶镇医院站 
20039,坑口	1037,雅瑶镇医院站 
20118,西朗	1037,雅瑶镇医院站 
12842,石基二中	1037,雅瑶镇医院站 
12843,石基二中	1037,雅瑶镇医院站 
12844,石基二中	1037,雅瑶镇医院站 
12845,石基二中	1037,雅瑶镇医院站 
12846,石基二中	1037,雅瑶镇医院站 
12847,石基二中	1037,雅瑶镇医院站 
20080,永泰	1037,雅瑶镇医院站 
20034,同和	1037,雅瑶镇医院站 
20013,京溪南方医院	1037,雅瑶镇医院站 
20078,梅花园	1037,雅瑶镇医院站 
20095,燕塘	1037,雅瑶镇医院站 
12457,北海村水果批发市场	1037,雅瑶镇医院站 
11754,长坦村口站	1037,雅瑶镇医院站 
11753,长坦总站	1037,雅瑶镇医院站 
11752,海傍桥站	1037,雅瑶镇医院站 
11751,北斗渡口(榄灵路)站	1037,雅瑶镇医院站 
11750,富怡路中站	1037,雅瑶镇医院站 
11749,石基三中(富怡路)站	1037,雅瑶镇医院站 
11744,西村工业区站	1037,雅瑶镇医院站 
11743,古坝总站	1037,雅瑶镇医院站 
11742,古东牌坊站	1037,雅瑶镇医院站 
11735,大刀沙村委站	1037,雅瑶镇医院站 
11732,兴业大道北站	1037,雅瑶镇医院站 
11731,谷围新村站	1037,雅瑶镇医院站 
20029,华师	1037,雅瑶镇医院站 
20056,岗顶	1037,雅瑶镇医院站 
20105,石牌桥	1037,雅瑶镇医院站 
20020,体育西路	1037,雅瑶镇医院站 
20097,珠江新城	1037,雅瑶镇医院站 
20123,赤岗塔	1037,雅瑶镇医院站 
20053,客村	1037,雅瑶镇医院站 
20041,大塘	1037,雅瑶镇医院站 
20086,沥滘	1037,雅瑶镇医院站 
20033,厦滘	1037,雅瑶镇医院站 
11718,大生村委站	1037,雅瑶镇医院站 
11717,合沙村站	1037,雅瑶镇医院站 
11716,张松村桥站	1037,雅瑶镇医院站 
11715,张松工业区站	1037,雅瑶镇医院站 
11714,飞鹰厂站	1037,雅瑶镇医院站 
11712,榄核成校站	1037,雅瑶镇医院站 
11710,顺河路口站	1037,雅瑶镇医院站 
11709,墩塘工业区站	1037,雅瑶镇医院站 
11708,大简中桥站	1037,雅瑶镇医院站 
11707,马克路口站	1037,雅瑶镇医院站 
20046,大石	1037,雅瑶镇医院站 
11702,甘岗村站	1037,雅瑶镇医院站 
20081,汉溪长隆	1037,雅瑶镇医院站 
20058,市桥	1037,雅瑶镇医院站 
20100,番禺广场	1037,雅瑶镇医院站 
20037,嘉禾望岗	1037,雅瑶镇医院站 
20141,黄边	1037,雅瑶镇医院站 
20083,江夏	1037,雅瑶镇医院站 
20115,萧岗	1037,雅瑶镇医院站 
20103,白云文化广场	1037,雅瑶镇医院站 
20101,白云公园	1037,雅瑶镇医院站 
20134,飞翔公园	1037,雅瑶镇医院站 
20003,三元里	1037,雅瑶镇医院站 
20062,广州火车站	1037,雅瑶镇医院站 
20125,越秀公园	1037,雅瑶镇医院站 
3548,明星村委站	1037,雅瑶镇医院站 
3546,明星村口站	1037,雅瑶镇医院站 
20110,纪念堂	1037,雅瑶镇医院站 
20090,海珠广场	1037,雅瑶镇医院站 
5746,金水里西站	1037,雅瑶镇医院站 
5745,金水里西站	1037,雅瑶镇医院站 
5744,金水里东站	1037,雅瑶镇医院站 
5743,金水里东站	1037,雅瑶镇医院站 
10694,鹤泰路中站	1037,雅瑶镇医院站 
9213,猛涌村站	1037,雅瑶镇医院站 
9156,龙溪大道西站	1037,雅瑶镇医院站 
20023,公园前	1037,雅瑶镇医院站 
20057,市二宫	1037,雅瑶镇医院站 
20082,江南西	1037,雅瑶镇医院站 
20067,昌岗	1037,雅瑶镇医院站 
20007,东晓南	1037,雅瑶镇医院站 
3212,棠下村站	1037,雅瑶镇医院站 
3209,棠下村口站	1037,雅瑶镇医院站 
20084,江泰路	1037,雅瑶镇医院站 
20031,南洲	1037,雅瑶镇医院站 
20087,洛溪	1037,雅瑶镇医院站 
3191,棠东站	1037,雅瑶镇医院站 
3190,棠东站	1037,雅瑶镇医院站 
20032,南浦	1037,雅瑶镇医院站 
20015,会江	1037,雅瑶镇医院站 
20104,石壁	1037,雅瑶镇医院站 
20061,广州南站	1037,雅瑶镇医院站 
20059,广州东站	1037,雅瑶镇医院站 
12454,北海村水果批发市场站	1037,雅瑶镇医院站 
12451,甘棠村站	1037,雅瑶镇医院站 
12444,番禺奥林匹克花园站	1037,雅瑶镇医院站 
20060,广州东站	1037,雅瑶镇医院站 
20076,林和西	1037,雅瑶镇医院站 
12562,广大麓湖雕塑公园总站	1037,雅瑶镇医院站 
20021,体育西路	1037,雅瑶镇医院站 
20075,林和西	1037,雅瑶镇医院站 
20018,体育中心南	1037,雅瑶镇医院站 
20047,天河南	1037,雅瑶镇医院站 
20138,黄埔大道	1037,雅瑶镇医院站 
20112,花城大道	1037,雅瑶镇医院站 
20049,妇儿中心	1037,雅瑶镇医院站 
20079,歌剧院	1037,雅瑶镇医院站 
20089,海心沙	1037,雅瑶镇医院站 
20124,赤岗塔	1037,雅瑶镇医院站 
20135,魁奇路	1037,雅瑶镇医院站 
20050,季华园	1037,雅瑶镇医院站 
20035,同济路	1037,雅瑶镇医院站 
20108,祖庙	1037,雅瑶镇医院站 
20070,普君北路	1037,雅瑶镇医院站 
20071,朝安	1037,雅瑶镇医院站 
20077,桂城	1037,雅瑶镇医院站 
20030,南桂路	1037,雅瑶镇医院站 
20133,雷岗	1037,雅瑶镇医院站 
20028,千灯湖	1037,雅瑶镇医院站 
20130,金融高新区	1037,雅瑶镇医院站 
20145,龙溪	1037,雅瑶镇医院站 
20114,菊树	1037,雅瑶镇医院站 
20002,万胜围	1037,雅瑶镇医院站 
12488,沙滘站	1037,雅瑶镇医院站 
12485,尚上名筑站	1037,雅瑶镇医院站 
12479,白岗村站	1037,雅瑶镇医院站 
12477,白岗村站	1037,雅瑶镇医院站 
12476,东线路北站	1037,雅瑶镇医院站 
12475,东线路南站	1037,雅瑶镇医院站 
12474,东盛路北站	1037,雅瑶镇医院站 
12473,蔗山村口站	1037,雅瑶镇医院站 
12472,东盛路中站	1037,雅瑶镇医院站 
12470,省妇幼保健院站	1037,雅瑶镇医院站 
12464,星辰时代豪庭站	1037,雅瑶镇医院站 
12463,昊龙花园站	1037,雅瑶镇医院站 
12460,昊龙花园站	1037,雅瑶镇医院站 
12459,星辰时代豪庭站	1037,雅瑶镇医院站 
12458,海伦堡创意园总站	1037,雅瑶镇医院站 
12452,华南轮胎厂	1037,雅瑶镇医院站 
12450,蔡边村(番禺大道北)站	1037,雅瑶镇医院站 
12449,蔡二新村(番禺大道北)站	1037,雅瑶镇医院站 
12448,蔡二新村(番禺大道北)站	1037,雅瑶镇医院站 
12447,蔡边村(番禺大道北)站	1037,雅瑶镇医院站 
12445,皇冠音响厂站	1037,雅瑶镇医院站 
12438,番禺大桥(广地花园)站	1037,雅瑶镇医院站 
20119,西朗	1037,雅瑶镇医院站 
20099,琶洲	1037,雅瑶镇医院站 
20065,新港东	1037,雅瑶镇医院站 
20107,磨碟沙	1037,雅瑶镇医院站 
12625,大涵村委站	1037,雅瑶镇医院站 
20122,赤岗	1037,雅瑶镇医院站 
12612,萝峰村口站	1037,雅瑶镇医院站 
12552,中山纪念堂总站	1037,雅瑶镇医院站 
20054,客村	1037,雅瑶镇医院站 
20137,鹭江	1037,雅瑶镇医院站 
20009,中大	1037,雅瑶镇医院站 
20069,晓港	1037,雅瑶镇医院站 
20068,昌岗	1037,雅瑶镇医院站 
20085,沙园	1037,雅瑶镇医院站 
20052,宝岗大道	1037,雅瑶镇医院站 
12486,江兴村站	1037,雅瑶镇医院站 
12482,东盛路北站	1037,雅瑶镇医院站 
12481,东线路南站	1037,雅瑶镇医院站 
12462,奥园广场站	1037,雅瑶镇医院站 
2218,大干围北站	2179,创业路站 
826,新村大街二巷站	2179,创业路站 
818,辛庄站	2179,创业路站 
817,辛庄站	2179,创业路站 
746,小城花园站	2179,创业路站 
1257,邮政物流中心站	2179,创业路站 
1256,邮政物流中心站A	2179,创业路站 
1177,迎宾路口站	2179,创业路站 
2731,芳盛路(珠江中学)站	2179,创业路站 
2726,芳村西塱总站④	2179,创业路站 
2694,番禺大桥底站	2179,创业路站 
2657,动物园总站1②a	2179,创业路站 
2620,东四路南站	2179,创业路站 
2618,东四路北站	2179,创业路站 
2578,东圃镇站	2179,创业路站 
2571,东圃客运站	2179,创业路站 
2570,东圃客运站	2179,创业路站 
64,中村站	2179,创业路站 
2287,大埔南一街站	2179,创业路站 
2286,大埔南一街站	2179,创业路站 
2285,大埔南二街站	2179,创业路站 
2284,大埔南二街站	2179,创业路站 
2283,大埔东街站	2179,创业路站 
2281,大埔村总站	2179,创业路站 
2274,大龙头村站	2179,创业路站 
2273,大岭南路站	2179,创业路站 
2272,大岭南路站	2179,创业路站 
2270,大岭路口站	2179,创业路站 
2269,大岭村总站	2179,创业路站 
2220,大干围中站	2179,创业路站 
1360,员村生活区(市六医院)总站	2179,创业路站 
1354,员村南街站	2179,创业路站 
1352,员村家乐福总站	2179,创业路站 
1336,园夏村南站	2179,创业路站 
1335,园夏村南站	2179,创业路站 
1124,医药中专站	2179,创业路站 
1107,叶边村站	2179,创业路站 
1073,杨梅岗站	2179,创业路站 
1062,羊城花园站(楼巴士)	2179,创业路站 
1027,鸦岗路口站	2179,创业路站 
1024,浔峰路站	2179,创业路站 
1023,浔峰路口站	2179,创业路站 
878,新丽路站	2179,创业路站 
832,新达路站	2179,创业路站 
827,新村大街站	2179,创业路站 
607,西湾路南站	2179,创业路站 
577,西华路尾总站①	2179,创业路站 
515,乌冲站	2179,创业路站 
514,乌冲站	2179,创业路站 
491,文船生活区东区站	2179,创业路站 
4223,沙尾水闸站	2179,创业路站 
4222,沙尾桥站	2179,创业路站 
718,祥岗总站	2179,创业路站 
717,祥岗社区站	2179,创业路站 
716,祥岗社区站	2179,创业路站 
715,祥岗后街站	2179,创业路站 
714,祥岗后街站	2179,创业路站 
705,香凝学校站	2179,创业路站 
670,夏园站	2179,创业路站 
650,夏花三路站	2179,创业路站 
640,下南路口站	2179,创业路站 
627,西洲北路尾总站	2179,创业路站 
626,西洲北路(增槎路口)总站	2179,创业路站 
1544,长洲街办站	2179,创业路站 
1542,长洲岛小学站	2179,创业路站 
1424,云龙路口站	2179,创业路站 
1408,云安路站	2179,创业路站 
1406,云安路北站	2179,创业路站 
4201,沙浦站	2179,创业路站 
4200,沙浦站	2179,创业路站 
4196,沙洛市场站	2179,创业路站 
4195,沙洛市场站	2179,创业路站 
4194,沙洛工业园站	2179,创业路站 
4193,沙洛工业园站	2179,创业路站 
4192,沙洛村总站	2179,创业路站 
4191,沙洛村委站	2179,创业路站 
4190,沙洛村委站	2179,创业路站 
4174,沙凤钟村站	2179,创业路站 
4162,沙凤三路站	2179,创业路站 
4160,沙凤二路站	2179,创业路站 
327,天朗明居站	2179,创业路站 
3542,名雅花园站	2179,创业路站 
3539,民强村站	2179,创业路站 
3538,民强村站	2179,创业路站 
3531,庙头站	2179,创业路站 
3530,庙头站	2179,创业路站 
3522,棉村站	2179,创业路站 
3521,棉村市场站	2179,创业路站 
3517,米龙小学站	2179,创业路站 
3511,门口岗总站	2179,创业路站 
4140,森语大街路口站	2179,创业路站 
4139,森语大街路口站	2179,创业路站 
370,田心路口站	2179,创业路站 
369,田心路口站	2179,创业路站 
328,天朗明居站	2179,创业路站 
3272,淘金路站	2179,创业路站 
3268,淘金东路站	2179,创业路站 
3262,桃园中路站	2179,创业路站 
3258,桃园西路北站	2179,创业路站 
3254,桃石路站	2179,创业路站 
3238,塘东站	2179,创业路站 
384,亭石北路口站	2179,创业路站 
1330,元新街站	2179,创业路站 
1308,裕海路站	2179,创业路站 
5678,滘心小学站	2179,创业路站 
5675,滘心市场站	2179,创业路站 
5674,滘心路口站	2179,创业路站 
5670,滘心大道站	2179,创业路站 
5640,蕉门河社区服务中心站	2179,创业路站 
5639,蕉门河社区服务中心站	2179,创业路站 
5617,江晓路(晓港湾)站	2179,创业路站 
5616,江夏西头大街站	2179,创业路站 
5615,江夏西头大街站	2179,创业路站 
5614,江夏锁厂站	2179,创业路站 
5613,江夏锁厂站	2179,创业路站 
5612,江夏牌坊总站	2179,创业路站 
5611,江夏九社站	2179,创业路站 
5610,江夏九社站	2179,创业路站 
5609,江夏大塘大街站	2179,创业路站 
5608,江夏大塘大街站	2179,创业路站 
5606,江夏北一路站	2179,创业路站 
5605,江夏北一路站	2179,创业路站 
5604,江夏北二路总站	2179,创业路站 
5386,回龙亭站	2179,创业路站 
8845,天益第二工业区站	2179,创业路站 
5239,黄村站	2179,创业路站 
5238,黄村站	2179,创业路站 
5237,黄村训练基地总站	2179,创业路站 
6088,乐墩路口站	2179,创业路站 
10343,永兴市场站	2179,创业路站 
10342,振兴村委站	2179,创业路站 
10341,民容路口站	2179,创业路站 
10330,邝维煜中学站	2179,创业路站 
10329,人爱医院站	2179,创业路站 
10328,松园里站	2179,创业路站 
8176,欣荣路口站	2179,创业路站 
10325,金锣湾站	2179,创业路站 
8168,灵山市场站	2179,创业路站 
8159,九比村站	2179,创业路站 
8128,东涌村(工业路)站	2179,创业路站 
8122,太石工业区站	2179,创业路站 
8112,灵山二中站	2179,创业路站 
5184,宦溪西路站	2179,创业路站 
5182,宦溪西路西站	2179,创业路站 
5172,环镇路口站	2179,创业路站 
5171,环镇路口站	2179,创业路站 
5123,华泉社区站	2179,创业路站 
5366,黄屋村站	2179,创业路站 
5365,黄田大道中站	2179,创业路站 
5362,黄田村站	2179,创业路站 
5361,黄田村委站	2179,创业路站 
5335,黄沙总站②	2179,创业路站 
5323,黄岐中学站	2179,创业路站 
5312,黄岐百货大厦站	2179,创业路站 
5295,黄埔客运站	2179,创业路站 
5294,黄埔客运站	2179,创业路站 
5266,黄华路口站	2179,创业路站 
5265,黄华路	2179,创业路站 
5259,黄海路站	2179,创业路站 
5881,均田站	2179,创业路站 
9921,大东门（中山三路）站	2179,创业路站 
6364,碑记街站	2179,创业路站 
8874,南涌村委会站	2179,创业路站 
8873,含珠村站	2179,创业路站 
8872,鱼窝头市场站	2179,创业路站 
8870,天益村站	2179,创业路站 
8868,天益第二工业区站	2179,创业路站 
8865,小乌第二工业区站	2179,创业路站 
8861,简太路站	2179,创业路站 
8859,大同村站	2179,创业路站 
3231,棠涌南街站	2179,创业路站 
4804,龙归(园夏村)总站	2179,创业路站 
4780,六社社址站	2179,创业路站 
4718,蓼江村站	2179,创业路站 
4717,寮竹路站	2179,创业路站 
4716,寮竹路站	2179,创业路站 
4715,寮采中路站	2179,创业路站 
4714,寮采中路站	2179,创业路站 
6027,科翔路(尖塔山路口)站	2179,创业路站 
6026,科翔路(尖塔山路口)站	2179,创业路站 
7727,赤岗(石楼)站	2179,创业路站 
7722,石基地铁站	2179,创业路站 
7720,官涌村站	2179,创业路站 
4520,石溪东路站	2179,创业路站 
4505,石庆路口站	2179,创业路站 
4493,石牌桥站	2179,创业路站 
4492,石牌桥站	2179,创业路站 
4472,石龙站	2179,创业路站 
4455,石井潭村总站2	2179,创业路站 
4444,石井(朝阳村)站	2179,创业路站 
4437,石化路口站	2179,创业路站 
4436,石化路口站	2179,创业路站 
4433,石湖小学站	2179,创业路站 
4420,石岗路站	2179,创业路站 
4381,师大暨大站	2179,创业路站 
4380,师大暨大站	2179,创业路站 
4336,神山站	2179,创业路站 
4334,神山商贸城站	2179,创业路站 
4329,深井市场站	2179,创业路站 
4328,深井码头总站	2179,创业路站 
5095,华坑路站	2179,创业路站 
5077,华景新城站	2179,创业路站 
5076,华景新城站	2179,创业路站 
5069,华海街口站	2179,创业路站 
5068,华海街口站A	2179,创业路站 
5005,湖州站	2179,创业路站 
5001,胡氏祠堂站	2179,创业路站 
5000,后滘西大街站	2179,创业路站 
4999,后滘西大街站	2179,创业路站 
4998,后滘大街总站	2179,创业路站 
4993,后滘村口站	2179,创业路站 
4992,后滘村口站	2179,创业路站 
4985,洪村站	2179,创业路站 
4967,红星平安大道南站1	2179,创业路站 
4965,红星工业路南站	2179,创业路站 
4963,红星工业路北站	2179,创业路站 
4957,红山站	2179,创业路站 
4956,红山站	2179,创业路站 
4945,横沥站	2179,创业路站 
6606,江城路站	2179,创业路站 
6147,夏良路(高桥路口)站	2179,创业路站 
1171,银印中队站	2179,创业路站 
8108,嘉裕花园站	2179,创业路站 
10300,星城站	2179,创业路站 
10147,嘉乐福	2179,创业路站 
10058,星岛环北路(螺旋二路路口)站	2179,创业路站 
10052,螺旋大道西站	2179,创业路站 
7011,佛山模具城站	2179,创业路站 
6948,杨屋村站	2179,创业路站 
9942,东平北路(横岗村口)站	2179,创业路站 
6066,葵蓬一队站	2179,创业路站 
6064,葵蓬小学站	2179,创业路站 
6062,葵蓬村委站	2179,创业路站 
10261,龙溪西路站	2179,创业路站 
10210,东湖洲花园站C	2179,创业路站 
7802,中二横路东站	2179,创业路站 
7800,北三路南站	2179,创业路站 
7068,石井大道(滘心村)	2179,创业路站 
6660,南村公园站	2179,创业路站 
6599,井岗村口站	2179,创业路站 
6591,南浦村总站	2179,创业路站 
6584,井岗大道南街口站	2179,创业路站 
6219,民航子弟学校站	2179,创业路站 
6217,云苑新村站	2179,创业路站 
6167,碑记街口站	2179,创业路站 
10120,红旗路南站	2179,创业路站 
10060,地铁官洲站总站	2179,创业路站 
10054,生物岛水墨园站	2179,创业路站 
9914,龙溪大道西裕海路口站	2179,创业路站 
1150,艺苑南路站	2179,创业路站 
3497,梅山工业区站	2179,创业路站 
3496,梅山工业区站	2179,创业路站 
3492,梅山村站	2179,创业路站 
3481,茅岗站	2179,创业路站 
3480,茅岗站	2179,创业路站 
3319,龙溪中路站	2179,创业路站 
3315,龙溪西路站	2179,创业路站 
5441,机务段路口站	2179,创业路站 
5436,机电技工学校站	2179,创业路站 
4614,水口坊站	2179,创业路站 
4605,双岗站	2179,创业路站 
4604,双岗站	2179,创业路站 
4603,双岗天桥站	2179,创业路站 
4602,双岗天桥站	2179,创业路站 
4313,上下亨站	2179,创业路站 
4307,上涂屋西二街站	2179,创业路站 
4296,上社站	2179,创业路站 
4295,上社站	2179,创业路站 
4294,上社牌坊总站	2179,创业路站 
4293,上社口岗新大街站	2179,创业路站 
4292,上社口岗新大街站	2179,创业路站 
4291,上社口岗大街站	2179,创业路站 
4290,上社口岗大街站	2179,创业路站 
4289,上社东升大街站	2179,创业路站 
4288,上社东升大街站	2179,创业路站 
4287,上埔庄路口站	2179,创业路站 
10691,黄鹤路(广州市残疾人体育运动中心)总站	2179,创业路站 
10663,五眼桥涌尾坊总站	2179,创业路站 
7798,金州新邨站	2179,创业路站 
7550,潭村牌坊站	2179,创业路站 
6549,省皮肤病防治中心	2179,创业路站 
10807,广医四院西门站	2179,创业路站 
10803,地铁海傍站	2179,创业路站 
9172,东海北路口站	2179,创业路站 
9168,地铁龙溪站	2179,创业路站 
10422,金联市场站	2179,创业路站 
8616,龙古村站	2179,创业路站 
8600,南沙村站	2179,创业路站 
8588,石楼碧桂园站	2179,创业路站 
8586,茭塘东站	2179,创业路站 
8583,胜洲村中心站	2179,创业路站 
8576,石楼碧桂园站	2179,创业路站 
8573,砺江桥站	2179,创业路站 
10982,西丽小学站	2179,创业路站 
7052,朗头村站	2179,创业路站 
7016,里水桥南站	2179,创业路站 
7009,流潮站	2179,创业路站 
6774,纲领村站	2179,创业路站 
3850,平沙村站	2179,创业路站 
11246,祈福医院站	2179,创业路站 
11245,钟村交警中队站	2179,创业路站 
11244,屏二村站	2179,创业路站 
11242,秀珀厂站	2179,创业路站 
9240,南浦桥南沿沙路站	2179,创业路站 
11237,广汽生活区站	2179,创业路站 
8866,小乌站	2179,创业路站 
11236,利丰大道站	2179,创业路站 
11234,天陆桥站	2179,创业路站 
8804,石楼劳动保障中心	2179,创业路站 
8791,良种场一区站	2179,创业路站 
8753,怡发拉链厂站	2179,创业路站 
11232,勾镰村站	2179,创业路站 
11229,西山村站	2179,创业路站 
11077,万洲村委站	2179,创业路站 
11014,珠宝产业园站	2179,创业路站 
10988,蚬涌站	2179,创业路站 
4243,沙涌村站	2179,创业路站 
3637,南海水果批站	2179,创业路站 
3634,南海神庙站	2179,创业路站 
10668,郭村小区站	2179,创业路站 
10664,五眼桥市场站	2179,创业路站 
9350,云祥路站	2179,创业路站 
9247,西乡二路路口站	2179,创业路站 
9193,板桥西站	2179,创业路站 
9173,地铁坦尾站	2179,创业路站 
9165,海中村委站	2179,创业路站 
9157,广州花卉博览站	2179,创业路站 
10665,五眼桥小学站	2179,创业路站 
8648,大岗中心小学站	2179,创业路站 
8643,潭洲医院站	2179,创业路站 
8635,大岗中心小学站	2179,创业路站 
8626,放马村站	2179,创业路站 
8621,新联一村站	2179,创业路站 
8602,东隆村站	2179,创业路站 
8580,蒲岗路口站	2179,创业路站 
10437,四联路口站	2179,创业路站 
8126,大稳村站	2179,创业路站 
10381,瑞边村站	2179,创业路站 
10322,水边村站	2179,创业路站 
10306,风神厂站	2179,创业路站 
10123,福龙路站	2179,创业路站 
9933,陈家祠站3	2179,创业路站 
6617,石西路口站	2179,创业路站 
3633,南海神庙站	2179,创业路站 
10875,福涌站	2179,创业路站 
10873,福田村站	2179,创业路站 
10867,番禺实验中学站	2179,创业路站 
10858,东区市场站	2179,创业路站 
10676,沙太南路总站	2179,创业路站 
10623,益群村站	2179,创业路站 
10513,人爱医院站	2179,创业路站 
10458,三粉厂站	2179,创业路站 
10441,太平场汽车总站	2179,创业路站 
10424,横潭市场站	2179,创业路站 
10411,大沙坪站	2179,创业路站 
9234,会江学校站	2179,创业路站 
8637,阳光城市广场站	2179,创业路站 
8633,大岗供电所站	2179,创业路站 
8609,大岗园林宾馆路口站	2179,创业路站 
10320,民主村站	2179,创业路站 
10111,埔南路延长线中站	2179,创业路站 
7554,槎潭路总站	2179,创业路站 
7548,潭村（石槎路口）总站	2179,创业路站 
7115,长洲路口(黄埔军校)站	2179,创业路站 
10856,东丽园站	2179,创业路站 
10846,大平村站	2179,创业路站 
10845,大平村站	2179,创业路站 
10833,蔡边村总站	2179,创业路站 
10829,北城白云花园站	2179,创业路站 
10806,运动员二四区站	2179,创业路站 
9445,师大暨大站1	2179,创业路站 
9161,海中北路口站	2179,创业路站 
5563,江海大道中(赤岗)总站	2179,创业路站 
5550,江都医院站	2179,创业路站 
5541,江贝村站	2179,创业路站 
5539,江贝村运动场站	2179,创业路站 
5532,建设二马路站	2179,创业路站 
5513,嘉禾地铁站总站2	2179,创业路站 
10112,埔南路延长线中站	2179,创业路站 
10109,天蕴路站	2179,创业路站 
8188,新南村站	2179,创业路站 
10094,高田街口站	2179,创业路站 
10725,竹山村站	2179,创业路站 
10722,棠下路口站	2179,创业路站 
10715,佛塱路口站	2179,创业路站 
10755,南岭桥头南街口站	2179,创业路站 
10751,南岭工业区南路东站	2179,创业路站 
10748,长湴工业一路站	2179,创业路站 
10744,坑背工业街口站	2179,创业路站 
10741,广东警官学院站	2179,创业路站 
10669,郭村小区站	2179,创业路站 
9237,石南路东站	2179,创业路站 
9201,星河湾大酒店站	2179,创业路站 
9167,广州花卉博览站	2179,创业路站 
10456,风门坳站	2179,创业路站 
8684,亭角大桥东站	2179,创业路站 
8647,大岗派出所站	2179,创业路站 
8642,上村站	2179,创业路站 
8638,岭东村站	2179,创业路站 
8629,北流村站	2179,创业路站 
8625,增沙村站	2179,创业路站 
8620,大岗中船基地站	2179,创业路站 
8606,东隆村站	2179,创业路站 
8604,南顺二村总站	2179,创业路站 
8597,亚洲国际城站	2179,创业路站 
10405,花山第二工业区站	2179,创业路站 
8582,胜洲村总站	2179,创业路站 
8579,利联仓行站	2179,创业路站 
8577,茭塘西站	2179,创业路站 
7225,寮采村口站	2179,创业路站 
3563,沐陂路(彩釉砖厂)总站	2179,创业路站 
10696,江夏东一路站	2179,创业路站 
10575,郭塘加油站	2179,创业路站 
8339,富华市场站	2179,创业路站 
10410,正迳站	2179,创业路站 
9651,新滘东路(龙潭村)总站	2179,创业路站 
7542,槎龙村生活区站	2179,创业路站 
10125,钟落潭总站	2179,创业路站 
7045,瑶池大街站	2179,创业路站 
7027,草场站	2179,创业路站 
4022,人和二中站	2179,创业路站 
4019,人和村站	2179,创业路站 
4018,人和村站	2179,创业路站 
4013,泉溪站	2179,创业路站 
4002,庆丰一路口站	2179,创业路站 
3995,庆丰二路口站	2179,创业路站 
3968,桥中中路站	2179,创业路站 
3959,桥中南路站	2179,创业路站 
3955,桥中北路站	2179,创业路站 
3954,桥西路口站	2179,创业路站 
3937,前进北街站	2179,创业路站 
11311,前锋村总站	2179,创业路站 
11310,海涌路站	2179,创业路站 
11309,海傍桥站	2179,创业路站 
11308,富怡苑站	2179,创业路站 
10947,沙湾文化中心站	2179,创业路站 
10934,沙南路站	2179,创业路站 
10687,鹤泰路东站	2179,创业路站 
