8158,沙角村站	12791,林头西站 
6622,九潭村站	12791,林头西站 
6618,杨山村站	12791,林头西站 
6611,叶边市场站	12791,林头西站 
10068,石中路口站	12791,林头西站 
6601,江高(江村墟)总站	12791,林头西站 
6597,井岗大道北街口站	12791,林头西站 
6588,罗溪中路站	12791,林头西站 
6571,高普路高科路口站	12791,林头西站 
6553,太平路口站	12791,林头西站 
6548,平南市场	12791,林头西站 
9740,丽美酒店站	12791,林头西站 
9660,新丰路中(禾丰新村)站	12791,林头西站 
9658,新丰路(布岭村)站	12791,林头西站 
6497,区公汽公司站	12791,林头西站 
6484,好又多(番禺大道)站	12791,林头西站 
9645,凤凰新村站2	12791,林头西站 
9595,人和华盛南路口站	12791,林头西站 
6363,瑶华街站	12791,林头西站 
5960,开泰大道(新阳路口)站	12791,林头西站 
5959,开泰大道(新阳路口)站	12791,林头西站 
5958,开泰大道(瑞和路口)站	12791,林头西站 
5957,开泰大道(瑞和路口)站	12791,林头西站 
5956,开泰大道(科学城商务中心)站	12791,林头西站 
5955,开泰大道(科学城商务中心)站	12791,林头西站 
5954,开泰大道(开源路口)站	12791,林头西站 
5953,开泰大道(开源路口)站	12791,林头西站 
5952,开泰大道(开拓路口)站	12791,林头西站 
5951,开泰大道(开拓路口)站	12791,林头西站 
5950,开泰大道(开达路口)站	12791,林头西站 
5949,开泰大道(开达路口)站	12791,林头西站 
5948,开泰大道(骏达路口)站	12791,林头西站 
5947,开泰大道(骏达路口)站	12791,林头西站 
5944,开泰大道(骏成路路口)站	12791,林头西站 
5943,开泰大道(骏成路口)站	12791,林头西站 
5942,开泰大道(东明三路口)站	12791,林头西站 
5941,开泰大道(东明三路口)站	12791,林头西站 
5940,开发区(新港码头)总站	12791,林头西站 
5939,开发区站	12791,林头西站 
5938,开发区站	12791,林头西站 
5937,开发区医院站	12791,林头西站 
5936,开发区医院站	12791,林头西站 
5935,开发区路口站	12791,林头西站 
5934,开发区路口站	12791,林头西站 
5933,开发区立交桥北站	12791,林头西站 
5932,开发区立交桥北站	12791,林头西站 
5931,开发区管委会站	12791,林头西站 
5930,开发区管委会站	12791,林头西站 
5929,开发大道口站	12791,林头西站 
5928,开发大道口站	12791,林头西站 
5927,开达路中站	12791,林头西站 
5926,开达路中站	12791,林头西站 
5925,开达路北站	12791,林头西站 
5924,开达路北站	12791,林头西站 
5923,开创大道中(南方物流)站	12791,林头西站 
5922,开创大道中(南方物流)站	12791,林头西站 
5921,开创大道立交站	12791,林头西站 
5920,开创大道立交站	12791,林头西站 
5917,开创大道口站	12791,林头西站 
5916,开创大道口站	12791,林头西站 
5915,开创大道北(广汕路口)站	12791,林头西站 
5914,开创大道北(广汕路口)站	12791,林头西站 
5913,开创大道北(保利林语山庄)站	12791,林头西站 
5912,开创大道北(保利林语山庄)站	12791,林头西站 
5911,开创大道(香雪山南)站	12791,林头西站 
5910,开创大道(香雪山南)站	12791,林头西站 
5909,开创大道(万科城)总站	12791,林头西站 
6430,南翔一路中站	12791,林头西站 
9766,龙河中路站	12791,林头西站 
6425,神舟路员工楼	12791,林头西站 
9765,矿泉街道办站	12791,林头西站 
6417,金峰园路站	12791,林头西站 
6411,新新大道中站	12791,林头西站 
6410,岭头站	12791,林头西站 
6011,柯子岭站2	12791,林头西站 
6010,柯子岭站1	12791,林头西站 
6009,柯子岭站	12791,林头西站 
6008,柯子岭牌坊站2	12791,林头西站 
6007,柯子岭牌坊站1	12791,林头西站 
6006,柯子岭牌坊站	12791,林头西站 
8561,柏塘工业区总站	12791,林头西站 
8542,八斗村站	12791,林头西站 
8536,天麓湖郊野公园站	12791,林头西站 
8535,田心村(天麓北路)站	12791,林头西站 
8521,渡头大街站	12791,林头西站 
8520,公园前直街站	12791,林头西站 
8517,石岗东街站	12791,林头西站 
8514,马务大街站	12791,林头西站 
8506,向西大道中站	12791,林头西站 
8504,十字路口站	12791,林头西站 
8494,广园客运站1	12791,林头西站 
8399,麦村村委站	12791,林头西站 
8398,陈塘社站	12791,林头西站 
8397,陈塘社站	12791,林头西站 
10497,园玄道观站	12791,林头西站 
8075,崖鹰石路北站	12791,林头西站 
8068,长安村口站	12791,林头西站 
11155,天安科技园总站	12791,林头西站 
10935,沙头村站	12791,林头西站 
10931,三桥南站	12791,林头西站 
10930,三桥丹山水闸站	12791,林头西站 
10921,南区市场站	12791,林头西站 
10910,康裕西苑站	12791,林头西站 
10903,捷进中路站	12791,林头西站 
10899,江南商业城小区站	12791,林头西站 
10897,机关幼儿园站	12791,林头西站 
10886,荷景花园站	12791,林头西站 
12135,北滘交通中心	12791,林头西站 
12167,东晖路东	12791,林头西站 
12116,长隆路口站	12791,林头西站 
11170,广医四院南门站	12791,林头西站 
11114,新桥东站	12791,林头西站 
11112,东导小学站	12791,林头西站 
11109,安顺涌站	12791,林头西站 
11106,石基小学站	12791,林头西站 
11103,石基村市场站	12791,林头西站 
11096,东导小学站	12791,林头西站 
11092,东深桥站	12791,林头西站 
11089,鱼窝头社区中心站	12791,林头西站 
11088,东深桥站	12791,林头西站 
11082,鱼窝头大道站	12791,林头西站 
11071,十三队站	12791,林头西站 
11067,十三队站	12791,林头西站 
11063,红星村站	12791,林头西站 
11050,高新沙路口站	12791,林头西站 
11012,仲元中学站	12791,林头西站 
11003,涌边村站	12791,林头西站 
11001,雅荷居站	12791,林头西站 
10998,星海中学(捷进中路)站	12791,林头西站 
10980,西丽桥南站	12791,林头西站 
10957,市桥中心小学站	12791,林头西站 
10954,市桥二桥南站	12791,林头西站 
10951,沙园村站	12791,林头西站 
10941,沙头中学站	12791,林头西站 
10933,沙南路站	12791,林头西站 
10929,三桥丹山水闸站	12791,林头西站 
10923,农校职中站	12791,林头西站 
10920,南区市场站	12791,林头西站 
10916,龙岐村站	12791,林头西站 
10915,龙岐村委站	12791,林头西站 
10908,康裕北苑站	12791,林头西站 
10900,江南新村站	12791,林头西站 
10894,黄沙岛花园站	12791,林头西站 
10884,好又多总站	12791,林头西站 
12124,新光桥一站	12791,林头西站 
11147,知识城政务中心站	12791,林头西站 
11144,凤凰三横路站	12791,林头西站 
11143,凤凰三路站	12791,林头西站 
11118,太石工业区总站	12791,林头西站 
11105,石基村市场站	12791,林头西站 
11073,七队站	12791,林头西站 
11065,七队站	12791,林头西站 
11061,万洲村委站	12791,林头西站 
11046,庙青村站	12791,林头西站 
11019,庙贝村站	12791,林头西站 
10991,象圣中学站	12791,林头西站 
10985,蚬涌路口站	12791,林头西站 
10981,西丽小学站	12791,林头西站 
10956,市桥医院(捷进中路)站	12791,林头西站 
10949,沙涌村(市莲路)站	12791,林头西站 
10917,龙岐村站	12791,林头西站 
10909,康裕北苑总站	12791,林头西站 
10891,环城东路南站	12791,林头西站 
10889,华侨城总站	12791,林头西站 
12237,五沙大桥收费站	12791,林头西站 
7715,石基镇政府站	12791,林头西站 
7713,汉基工业区站	12791,林头西站 
7699,中保人寿站	12791,林头西站 
7692,东方花园站	12791,林头西站 
7668,永善村站	12791,林头西站 
10305,风神工商银行站	12791,林头西站 
10295,花都永久墓园站	12791,林头西站 
7803,中二横路东站	12791,林头西站 
7729,莲花山交警中队站	12791,林头西站 
7725,潮田工业区站	12791,林头西站 
7700,东秀园站	12791,林头西站 
7698,东方花园站	12791,林头西站 
7691,中保人寿站	12791,林头西站 
10287,蒲鱼庄	12791,林头西站 
7673,石基村站	12791,林头西站 
7671,金井坊站	12791,林头西站 
9671,广卫路总站8	12791,林头西站 
7579,地铁鱼珠站总站	12791,林头西站 
7422,七星路口站	12791,林头西站 
7401,莘田村委站	12791,林头西站 
7383,花山镇政府站	12791,林头西站 
7382,祈福物流中心站	12791,林头西站 
7325,新镇庄站	12791,林头西站 
7322,横潭牌坊站	12791,林头西站 
7294,两龙市场站	12791,林头西站 
7272,毕村站	12791,林头西站 
7206,云城东路南站	12791,林头西站 
7197,云城东路(云城南二路口)站	12791,林头西站 
7155,鸦湖村站	12791,林头西站 
10209,雁洲路口站	12791,林头西站 
10167,石榴岗(华洲路)站	12791,林头西站 
10042,斯文井站	12791,林头西站 
6432,南翔一路东站	12791,林头西站 
9812,花围西约站	12791,林头西站 
6409,岭头站	12791,林头西站 
6003,柯木塱西路站	12791,林头西站 
6002,柯木塱西路站	12791,林头西站 
6001,柯木塱市场站	12791,林头西站 
6000,柯木塱市场站	12791,林头西站 
8370,黄埔体育馆南门站	12791,林头西站 
8364,雅居乐雍景豪园站	12791,林头西站 
8356,华南花卉市场	12791,林头西站 
8354,永盛市场站	12791,林头西站 
8338,富华市场站	12791,林头西站 
8336,胡忠医院站	12791,林头西站 
8334,长途客运站	12791,林头西站 
8320,重岗村委站	12791,林头西站 
8318,驳塘街站	12791,林头西站 
8266,光谱东路站	12791,林头西站 
11363,广日电梯站	12791,林头西站 
11361,钟村文化广场站	12791,林头西站 
11360,屏一村站	12791,林头西站 
8214,伴河路南站	12791,林头西站 
11359,钟村小学站	12791,林头西站 
11358,石兴大道南站	12791,林头西站 
11173,亚运城总站	12791,林头西站 
8167,灵山路口北站	12791,林头西站 
8111,灵岗二桥站	12791,林头西站 
11169,亚运城国际商业街站	12791,林头西站 
11145,凤凰三横路站	12791,林头西站 
11138,永盛路口	12791,林头西站 
11135,杨梅岗村口站	12791,林头西站 
7799,金州新邨站	12791,林头西站 
11133,杨梅岗村站	12791,林头西站 
11123,花城广场(友谊国金店)站	12791,林头西站 
7751,水南村站	12791,林头西站 
7747,新墩下基市场大街站	12791,林头西站 
7745,新墩村口站	12791,林头西站 
11168,亚运城体验中心站	12791,林头西站 
7724,陈戴巷站	12791,林头西站 
11121,北斗渡口站	12791,林头西站 
7707,傍江东村站	12791,林头西站 
7690,东秀园站	12791,林头西站 
9750,陈边村站	12791,林头西站 
7669,官涌村站	12791,林头西站 
7661,莲花山交警中队站	12791,林头西站 
11163,亚运城综合体育馆站	12791,林头西站 
7618,科韵路中站	12791,林头西站 
7589,安南大街总站	12791,林头西站 
7547,槎头万龙二街站	12791,林头西站 
7543,槎溪南路总站	12791,林头西站 
7540,彭加木公园站	12791,林头西站 
7467,白山村尾站	12791,林头西站 
7453,长湴北街站	12791,林头西站 
7392,长沙步村委站	12791,林头西站 
7376,广州国际物流中心站	12791,林头西站 
7369,祈福物流中心站	12791,林头西站 
7356,东莞村口站	12791,林头西站 
7341,财富工业园站	12791,林头西站 
7313,南门站	12791,林头西站 
7293,花都两龙总站	12791,林头西站 
7264,新湖大厦站	12791,林头西站 
10116,香雪八路南站	12791,林头西站 
9818,江南大道南	12791,林头西站 
9801,赤岗(石楼)站	12791,林头西站 
6913,启学路(玉岩路路口)站	12791,林头西站 
2786,凤鸣路站	12791,林头西站 
2783,凤凰中学站	12791,林头西站 
2782,凤凰中学站	12791,林头西站 
2781,凤凰新村站	12791,林头西站 
2780,凤凰新村站1	12791,林头西站 
2779,凤凰街文化站	12791,林头西站 
2778,凤凰公司站	12791,林头西站 
2777,凤凰公司站	12791,林头西站 
2776,凤凰岗总站	12791,林头西站 
2775,凤凰岗站	12791,林头西站 
2774,凤凰村站	12791,林头西站 
2773,凤凰村站	12791,林头西站 
2772,凤和庄站	12791,林头西站 
2771,凤和庄站	12791,林头西站 
2768,逢源路站	12791,林头西站 
2766,枫叶路站	12791,林头西站 
2562,东平市场站	12791,林头西站 
2561,东平市场站	12791,林头西站 
2560,东平派出所站	12791,林头西站 
2559,东平派出所站	12791,林头西站 
2558,东平路站	12791,林头西站 
2557,东平路站	12791,林头西站 
2556,东平路口(白云心理医院)站	12791,林头西站 
2555,东平路口(白云心理医院)站	12791,林头西站 
2552,东平广场站	12791,林头西站 
2551,东平广场站	12791,林头西站 
2547,东平村口站	12791,林头西站 
2546,东平村口站	12791,林头西站 
2545,东鹏大道中站	12791,林头西站 
2544,东鹏大道中站	12791,林头西站 
2543,东鹏大道站	12791,林头西站 
2542,东鹏大道站	12791,林头西站 
2539,东明二路站	12791,林头西站 
2538,东明二路站	12791,林头西站 
2535,东塱站	12791,林头西站 
2534,东塱站	12791,林头西站 
2533,东塱市场站	12791,林头西站 
2531,东坑站	12791,林头西站 
2529,东峻广场站2	12791,林头西站 
2528,东峻广场站2	12791,林头西站 
2527,东峻广场站1	12791,林头西站 
2526,东峻广场站1	12791,林头西站 
2525,东镜路口站	12791,林头西站 
2524,东镜路口站	12791,林头西站 
2523,东璟街站	12791,林头西站 
2520,东捷路站	12791,林头西站 
2519,东捷路站	12791,林头西站 
2518,东漖镇站	12791,林头西站 
2517,东漖镇站	12791,林头西站 
2516,东漖桥头站	12791,林头西站 
2515,东漖桥头站	12791,林头西站 
2514,东漖街站	12791,林头西站 
2513,东漖街站	12791,林头西站 
2512,东漖教师新村总站	12791,林头西站 
2511,东漖怀宁坊站	12791,林头西站 
2510,东漖怀宁坊站	12791,林头西站 
2509,东漖北路站	12791,林头西站 
2508,东漖北路站	12791,林头西站 
2507,东江大道中站	12791,林头西站 
2506,东江大道中站	12791,林头西站 
2505,东基站	12791,林头西站 
2504,东基站	12791,林头西站 
2503,东基村站	12791,林头西站 
2502,东基村站	12791,林头西站 
2500,东晖路口站	12791,林头西站 
2499,东晖路口站	12791,林头西站 
2432,电视塔站2	12791,林头西站 
2431,电视塔站2	12791,林头西站 
2430,电视塔站1	12791,林头西站 
2429,电视塔站1	12791,林头西站 
2427,地铁晓港站	12791,林头西站 
2426,地铁萧岗站	12791,林头西站 
2425,地铁萧岗站	12791,林头西站 
2424,地铁厦滘站总站	12791,林头西站 
2423,地铁厦滘站②	12791,林头西站 
2422,地铁厦滘站①	12791,林头西站 
2420,地铁三元里(B出口)站	12791,林头西站 
2419,地铁三元里(C2出口)站	12791,林头西站 
2418,地铁三元里站	12791,林头西站 
2417,地铁三溪站总站	12791,林头西站 
2416,地铁科韵路站	12791,林头西站 
2414,地铁江夏地铁站	12791,林头西站 
2413,地铁江夏地铁站	12791,林头西站 
2412,地铁黄村站	12791,林头西站 
2411,地铁汉溪长隆站总站②	12791,林头西站 
2410,地铁汉溪长隆站总站①	12791,林头西站 
2409,地铁飞翔公园站总站	12791,林头西站 
2408,地铁东晓南总站	12791,林头西站 
2407,地铁东圃站总站	12791,林头西站 
2406,地铁大石站总站	12791,林头西站 
2405,地铁大沙地站总站	12791,林头西站 
2404,地铁车陂南站总站	12791,林头西站 
2402,地铁白云公园站	12791,林头西站 
2401,地铁白云公园站	12791,林头西站 
2400,邓家站	12791,林头西站 
2399,邓家站	12791,林头西站 
2398,邓岗站	12791,林头西站 
2397,邓岗站	12791,林头西站 
2396,邓岗小区站	12791,林头西站 
2395,邓岗小区站	12791,林头西站 
2497,东华西路站	12791,林头西站 
2496,东华西路站	12791,林头西站 
2495,东华南路站	12791,林头西站 
2494,东华南路站	12791,林头西站 
2493,东华南路(江湾桥脚)总站	12791,林头西站 
2492,东华花园站	12791,林头西站 
2491,东华花园站	12791,林头西站 
2145,赤岗路口站1	12791,林头西站 
2144,赤岗路口站1	12791,林头西站 
2142,赤岗大塘站	12791,林头西站 
2141,赤岗村站	12791,林头西站 
2140,赤岗村站	12791,林头西站 
2138,赤岗北路站	12791,林头西站 
2137,赤岗北路站	12791,林头西站 
2136,程介西站	12791,林头西站 
2135,程介西站	12791,林头西站 
2134,程介村站	12791,林头西站 
2133,程介村站	12791,林头西站 
2132,城西花园总站	12791,林头西站 
2131,城西花园站	12791,林头西站 
2130,城西花园站	12791,林头西站 
2129,城市花园路口站	12791,林头西站 
2128,城市花园路口站	12791,林头西站 
2127,成人教育出版社站	12791,林头西站 
2126,成人教育出版社站	12791,林头西站 
2123,陈田村站1	12791,林头西站 
2118,陈家祠站1	12791,林头西站 
2117,陈家祠站1	12791,林头西站 
2116,陈家祠(中山七路)总站	12791,林头西站 
2115,陈洞村站	12791,林头西站 
2114,陈洞村站	12791,林头西站 
2113,陈边站	12791,林头西站 
2112,陈边站	12791,林头西站 
2111,车陂总站④	12791,林头西站 
2110,车陂总站③	12791,林头西站 
2109,车陂总站②	12791,林头西站 
2108,车陂总站①	12791,林头西站 
2107,车陂站B3	12791,林头西站 
2106,车陂站B3	12791,林头西站 
2105,车陂站B2	12791,林头西站 
2104,车陂站B2	12791,林头西站 
2103,车陂站B1	12791,林头西站 
2102,车陂站B1	12791,林头西站 
2101,车陂站	12791,林头西站 
2100,车陂站	12791,林头西站 
2099,车陂南站	12791,林头西站 
2098,车陂南站	12791,林头西站 
3025,广信中学站	12791,林头西站 
3024,广新路站	12791,林头西站 
3023,广新路站	12791,林头西站 
1982,笔岗村站	12791,林头西站 
2501,东辉广场站	12791,林头西站 
1981,笔岗村站	12791,林头西站 
1980,笔岗村委站	12791,林头西站 
1979,笔岗村口站	12791,林头西站 
1978,笔岗村口站	12791,林头西站 
1977,笔村路口总站	12791,林头西站 
1974,笔村立交南站	12791,林头西站 
1973,笔村立交南站	12791,林头西站 
1972,笔村立交北站	12791,林头西站 
1971,笔村立交北站	12791,林头西站 
1970,笔村口站	12791,林头西站 
1969,笔村口站	12791,林头西站 
1968,北站总站	12791,林头西站 
1967,北站社区站	12791,林头西站 
1966,北站社区站	12791,林头西站 
1964,北站	12791,林头西站 
1963,北站2	12791,林头西站 
1962,北园西路站	12791,林头西站 
1961,北园西路站	12791,林头西站 
1960,北山总站	12791,林头西站 
1959,北山站	12791,林头西站 
1956,北山公园站	12791,林头西站 
1955,北山公园站	12791,林头西站 
1954,北山村站	12791,林头西站 
1953,北山村站	12791,林头西站 
1950,北三路口站	12791,林头西站 
1949,北三路口站	12791,林头西站 
1948,北京南站	12791,林头西站 
1947,北京南站	12791,林头西站 
1946,北京路口站	12791,林头西站 
1945,北较场路站	12791,林头西站 
1944,北较场横路站	12791,林头西站 
1943,北环路站	12791,林头西站 
1942,北环路站	12791,林头西站 
1939,北村站	12791,林头西站 
1938,北村站	12791,林头西站 
1937,北村闸站	12791,林头西站 
1936,北村闸站	12791,林头西站 
1935,北村桥站	12791,林头西站 
1934,北村桥站	12791,林头西站 
1933,北村路站	12791,林头西站 
1932,北村路站	12791,林头西站 
1931,北村路口站	12791,林头西站 
1930,北村路口站	12791,林头西站 
1929,保税区南门站	12791,林头西站 
1928,保税区南门站	12791,林头西站 
1927,保税区(酒博城)总站	12791,林头西站 
1926,保沙路站	12791,林头西站 
1925,保沙路站	12791,林头西站 
1923,保利花园(南石头)站2	12791,林头西站 
1922,保利花园(南石头)站1	12791,林头西站 
1921,保利红棉花园站	12791,林头西站 
1920,保利红棉花园站	12791,林头西站 
1919,宝业路站	12791,林头西站 
1918,宝业路站	12791,林头西站 
1917,宝业路口站	12791,林头西站 
1916,宝业路口站	12791,林头西站 
1915,宝鸭北路站	12791,林头西站 
1914,宝鸭北路站	12791,林头西站 
1913,宝石路站	12791,林头西站 
1912,宝石路站	12791,林头西站 
1911,宝华路站	12791,林头西站 
1910,宝华路口站	12791,林头西站 
1909,宝岗大道总站③	12791,林头西站 
1908,宝岗大道总站②	12791,林头西站 
1907,宝岗大道总站①	12791,林头西站 
1906,宝岗大道中站	12791,林头西站 
1905,宝岗大道中站	12791,林头西站 
1904,宝岗大道南站	12791,林头西站 
1903,宝岗大道南站	12791,林头西站 
1902,宝岗大道北站	12791,林头西站 
1901,宝岗大道北站	12791,林头西站 
1900,宝丰路站	12791,林头西站 
1899,宝丰路站	12791,林头西站 
1898,包装材料厂站	12791,林头西站 
1897,包装材料厂站	12791,林头西站 
1894,蚌湖市场站	12791,林头西站 
1893,蚌湖市场站	12791,林头西站 
1892,湴湖(广州科技学院)站	12791,林头西站 
1891,湴湖(广州科技学院)站	12791,林头西站 
1890,半岛花园总站	12791,林头西站 
1887,班岭村站	12791,林头西站 
1886,班岭村站	12791,林头西站 
1885,柏塘站	12791,林头西站 
1884,柏塘站	12791,林头西站 
1883,百足桥站	12791,林头西站 
1882,百足桥站	12791,林头西站 
9492,陈家祠站2	12791,林头西站 
316,天河站1	12791,林头西站 
315,天河邮局站	12791,林头西站 
314,天河邮局站	12791,林头西站 
313,天河南站2	12791,林头西站 
312,天河南站1	12791,林头西站 
311,天河南站	12791,林头西站 
310,天河路口站	12791,林头西站 
309,天河路口站	12791,林头西站 
308,天河立交站	12791,林头西站 
307,天河立交站1	12791,林头西站 
9484,墩和站3	12791,林头西站 
305,天河客运站总站⑤	12791,林头西站 
304,天河客运站总站④	12791,林头西站 
303,天河客运站总站③	12791,林头西站 
302,天河客运站总站②	12791,林头西站 
301,天河客运站总站①	12791,林头西站 
300,天河客运站2	12791,林头西站 
299,天河客运站2	12791,林头西站 
298,天河客运站1	12791,林头西站 
297,天河客运站1	12791,林头西站 
296,天河科技街站	12791,林头西站 
295,天河科技街站	12791,林头西站 
294,天河公园站	12791,林头西站 
293,天河公园站	12791,林头西站 
290,天河公交场总站③	12791,林头西站 
288,天河公交场总站①	12791,林头西站 
287,天河东路站2	12791,林头西站 
1957,北山路口总站	12791,林头西站 
286,天河东路站1	12791,林头西站 
285,天河东路站	12791,林头西站 
284,天河东路口站	12791,林头西站 
283,天河城站	12791,林头西站 
281,天河北路站1	12791,林头西站 
280,天河北路站1	12791,林头西站 
279,天河北公交总站	12791,林头西站 
278,天府路站	12791,林头西站 
277,天府路站	12791,林头西站 
276,天府路口站	12791,林头西站 
275,天丰路站	12791,林头西站 
274,天丰路站	12791,林头西站 
273,天丰路口站	12791,林头西站 
272,天鹅花园站	12791,林头西站 
271,天鹅花园站	12791,林头西站 
269,体育中心站B4	12791,林头西站 
268,体育中心站B4	12791,林头西站 
267,体育中心站B3	12791,林头西站 
266,体育中心站B3	12791,林头西站 
265,体育中心站B2	12791,林头西站 
264,体育中心站B2	12791,林头西站 
263,体育中心站B1	12791,林头西站 
260,体育中心站2③	12791,林头西站 
259,体育中心站2	12791,林头西站 
258,体育中心站2①	12791,林头西站 
257,体育中心站2	12791,林头西站 
256,体育中心站1④	12791,林头西站 
255,体育中心站1③	12791,林头西站 
254,体育中心站1②	12791,林头西站 
253,体育中心站1①	12791,林头西站 
251,体育中心站	12791,林头西站 
248,体育中心东门站	12791,林头西站 
247,体育中心东门站1	12791,林头西站 
246,体育西路总站	12791,林头西站 
245,体育西路站	12791,林头西站 
244,体育西路站	12791,林头西站 
243,体育西路南站	12791,林头西站 
242,体育花园站	12791,林头西站 
241,体育东路站	12791,林头西站 
240,体育东路站	12791,林头西站 
239,淘金路站	12791,林头西站 
238,竹料墟站	12791,林头西站 
235,竹料路口站	12791,林头西站 
234,竹料路口站	12791,林头西站 
233,竹料大道站	12791,林头西站 
232,竹料大道站	12791,林头西站 
231,珠影(地铁客村)站2	12791,林头西站 
230,珠影(地铁客村)站2	12791,林头西站 
229,珠影(地铁客村)站1	12791,林头西站 
228,珠影(地铁客村)站1	12791,林头西站 
223,珠江纸厂站	12791,林头西站 
221,珠江泳场总站③	12791,林头西站 
219,珠江泳场总站①	12791,林头西站 
218,珠江泳场站	12791,林头西站 
217,珠江泳场站	12791,林头西站 
216,珠江医院总站②	12791,林头西站 
215,珠江医院总站①	12791,林头西站 
214,珠江医院站	12791,林头西站 
213,珠江医院站	12791,林头西站 
211,珠江新城总站①	12791,林头西站 
210,珠江桥脚站	12791,林头西站 
209,珠江桥脚站	12791,林头西站 
208,珠江南景园总站	12791,林头西站 
2183,春晖四街站	12791,林头西站 
2182,春晖六街站	12791,林头西站 
2181,春晖六街站	12791,林头西站 
2180,创业路站	12791,林头西站 
2179,创业路站	12791,林头西站 
2178,创业路口站	12791,林头西站 
2177,创业路口站	12791,林头西站 
2176,创业路东站	12791,林头西站 
2175,创业路东站	12791,林头西站 
2173,储运公司站	12791,林头西站 
2172,储运公司站	12791,林头西站 
2171,出口加工区站	12791,林头西站 
2170,出口加工区站	12791,林头西站 
2169,赤沙乡站	12791,林头西站 
2168,赤沙乡站	12791,林头西站 
2167,赤沙牌坊站	12791,林头西站 
2166,赤沙牌坊站	12791,林头西站 
2165,赤沙路中站	12791,林头西站 
2164,赤沙路中站	12791,林头西站 
2163,赤沙(广东商学院)总站	12791,林头西站 
2162,赤坎桥站	12791,林头西站 
2161,赤坎桥站	12791,林头西站 
2160,赤岗总站2	12791,林头西站 
2159,赤岗总站1	12791,林头西站 
2158,槎头(西槎路)站	12791,林头西站 
2157,赤岗站	12791,林头西站 
2156,赤岗站	12791,林头西站 
2155,赤岗站	12791,林头西站 
2154,赤岗西(珠江消防器材厂)站	12791,林头西站 
2153,赤岗西(珠江消防器材厂)站	12791,林头西站 
2152,赤岗塔站	12791,林头西站 
2151,赤岗塔站	12791,林头西站 
2150,赤岗路站	12791,林头西站 
2149,赤岗路站	12791,林头西站 
2148,赤岗路口站3	12791,林头西站 
2147,赤岗路口站2	12791,林头西站 
2146,赤岗路口站2	12791,林头西站 
1015,学院站	12791,林头西站 
1014,学院站	12791,林头西站 
1013,恤孤院路站	12791,林头西站 
1012,秀水站	12791,林头西站 
1011,秀水站	12791,林头西站 
1010,秀全公园站	12791,林头西站 
1009,秀全公园站	12791,林头西站 
1006,修理厂站	12791,林头西站 
1005,修理厂站	12791,林头西站 
1004,兴业路口站	12791,林头西站 
1003,兴泰路站	12791,林头西站 
1002,兴太三路口站	12791,林头西站 
1001,兴太三路口站	12791,林头西站 
998,兴联站	12791,林头西站 
997,兴联站	12791,林头西站 
996,兴华路站	12791,林头西站 
995,兴华路站	12791,林头西站 
994,兴华路口站2	12791,林头西站 
993,兴华路口站2	12791,林头西站 
992,兴华路口站1	12791,林头西站 
991,兴华路口站1	12791,林头西站 
262,体育中心站B1	12791,林头西站 
990,兴丰村总站	12791,林头西站 
989,兴东路站	12791,林头西站 
3119,穗华中学站	12791,林头西站 
3117,穗港码头总站	12791,林头西站 
3116,穗丰村站	12791,林头西站 
3115,穗丰村站	12791,林头西站 
3114,松园中西街站	12791,林头西站 
3113,松园中西街站	12791,林头西站 
3112,松园中西街南站	12791,林头西站 
3111,松园中西街南站	12791,林头西站 
3110,松园社站	12791,林头西站 
3109,松园社站	12791,林头西站 
3108,松园街中站	12791,林头西站 
3107,松园街中站	12791,林头西站 
3106,松园街北站	12791,林头西站 
3105,松园街北站	12791,林头西站 
3104,松南街口站	12791,林头西站 
3103,松南街口站	12791,林头西站 
3102,松北站	12791,林头西站 
3101,松北站	12791,林头西站 
3100,松柏路中站	12791,林头西站 
3099,松柏路中站	12791,林头西站 
3098,松柏路站	12791,林头西站 
3097,松柏路站	12791,林头西站 
3096,松柏大街站	12791,林头西站 
3095,松柏大街站	12791,林头西站 
3092,四十七中汇景实验学校站	12791,林头西站 
3091,顺龙厂站	12791,林头西站 
3090,顺龙厂站	12791,林头西站 
11125,同和站	12791,林头西站 
3087,水荫路总站	12791,林头西站 
3086,水荫路站2	12791,林头西站 
3085,水荫路站1	12791,林头西站 
3084,水荫路站	12791,林头西站 
3083,水荫横路口站	12791,林头西站 
3082,水西路中站	12791,林头西站 
3081,水西路中站	12791,林头西站 
3080,水西路南站	12791,林头西站 
3079,水西村站	12791,林头西站 
3078,水西村站	12791,林头西站 
3077,水西村委站	12791,林头西站 
3076,水西村委站	12791,林头西站 
3073,水南大道中站	12791,林头西站 
3072,水南大道中站	12791,林头西站 
3071,水南大道西站	12791,林头西站 
3070,水南大道西站	12791,林头西站 
3069,水南村(文体中心)总站	12791,林头西站 
3068,水沥站	12791,林头西站 
3067,水沥站	12791,林头西站 
3066,水沥村站	12791,林头西站 
3065,水沥村站	12791,林头西站 
3064,广州碧桂园总站	12791,林头西站 
3063,广州碧桂园站	12791,林头西站 
3062,广州碧桂园站	12791,林头西站 
3061,广州本田公司站	12791,林头西站 
3060,广州本田公司站	12791,林头西站 
3059,广中医正门站	12791,林头西站 
3058,广中医正门站	12791,林头西站 
3057,广中医广药站	12791,林头西站 
3056,广中医广药站	12791,林头西站 
3055,广中码头站	12791,林头西站 
3054,广中码头站	12791,林头西站 
