8563,柏兴中路站	1,竹料墟站 
1913,宝石路站	1,竹料墟站 
1912,宝石路站	1,竹料墟站 
1909,宝岗大道总站③	1,竹料墟站 
1899,宝丰路站	1,竹料墟站 
1897,包装材料厂站	1,竹料墟站 
1886,班岭村站	1,竹料墟站 
288,天河公交场总站①	1,竹料墟站 
1957,北山路口总站	1,竹料墟站 
276,天府路口站	1,竹料墟站 
274,天丰路站	1,竹料墟站 
269,体育中心站B4	1,竹料墟站 
268,体育中心站B4	1,竹料墟站 
257,体育中心站2	1,竹料墟站 
255,体育中心站1③	1,竹料墟站 
251,体育中心站	1,竹料墟站 
245,体育西路站	1,竹料墟站 
216,珠江医院总站②	1,竹料墟站 
2183,春晖四街站	1,竹料墟站 
2182,春晖六街站	1,竹料墟站 
2181,春晖六街站	1,竹料墟站 
2179,创业路站	1,竹料墟站 
2178,创业路口站	1,竹料墟站 
2176,创业路东站	1,竹料墟站 
2175,创业路东站	1,竹料墟站 
2172,储运公司站	1,竹料墟站 
2171,出口加工区站	1,竹料墟站 
2170,出口加工区站	1,竹料墟站 
2164,赤沙路中站	1,竹料墟站 
2161,赤坎桥站	1,竹料墟站 
2154,赤岗西(珠江消防器材厂)站	1,竹料墟站 
2153,赤岗西(珠江消防器材厂)站	1,竹料墟站 
2149,赤岗路站	1,竹料墟站 
1015,学院站	1,竹料墟站 
1014,学院站	1,竹料墟站 
1005,修理厂站	1,竹料墟站 
989,兴东路站	1,竹料墟站 
3119,穗华中学站	1,竹料墟站 
3117,穗港码头总站	1,竹料墟站 
3109,松园社站	1,竹料墟站 
3099,松柏路中站	1,竹料墟站 
3092,四十七中汇景实验学校站	1,竹料墟站 
3091,顺龙厂站	1,竹料墟站 
3090,顺龙厂站	1,竹料墟站 
3082,水西路中站	1,竹料墟站 
3079,水西村站	1,竹料墟站 
3078,水西村站	1,竹料墟站 
3077,水西村委站	1,竹料墟站 
3076,水西村委站	1,竹料墟站 
3073,水南大道中站	1,竹料墟站 
3072,水南大道中站	1,竹料墟站 
3071,水南大道西站	1,竹料墟站 
3070,水南大道西站	1,竹料墟站 
3069,水南村(文体中心)总站	1,竹料墟站 
3061,广州本田公司站	1,竹料墟站 
3058,广中医正门站	1,竹料墟站 
3055,广中码头站	1,竹料墟站 
3049,广园新村总站②	1,竹料墟站 
3029,广药生活区站	1,竹料墟站 
1579,政民路站	1,竹料墟站 
3015,广卫路总站5	1,竹料墟站 
3014,广卫路总站4	1,竹料墟站 
3011,广卫路总站12	1,竹料墟站 
3006,广外正门站	1,竹料墟站 
2979,广工正门站	1,竹料墟站 
2978,广工正门站	1,竹料墟站 
2868,岗头站	1,竹料墟站 
2861,岗顶站	1,竹料墟站 
2860,岗顶站	1,竹料墟站 
2854,岗贝村站	1,竹料墟站 
2848,干部疗养院站	1,竹料墟站 
2846,橄榄公园站	1,竹料墟站 
2845,甘竹路站	1,竹料墟站 
2844,甘竹路站	1,竹料墟站 
2843,甘竹村口站	1,竹料墟站 
2842,甘竹村口站	1,竹料墟站 
2841,甘蔗年丰站	1,竹料墟站 
2839,富悦街站	1,竹料墟站 
2834,富南路南站	1,竹料墟站 
2832,富南路北站	1,竹料墟站 
2814,福山村委总站	1,竹料墟站 
2812,福南坊站	1,竹料墟站 
2809,福洞小学站	1,竹料墟站 
2808,福洞小学站	1,竹料墟站 
2807,福洞村站	1,竹料墟站 
2806,福洞村站	1,竹料墟站 
2805,福洞村尾站	1,竹料墟站 
2804,福洞村尾站	1,竹料墟站 
2803,福洞村路口站	1,竹料墟站 
2799,佛子庄总站	1,竹料墟站 
2787,凤鸣路站	1,竹料墟站 
983,星汇园站	1,竹料墟站 
979,星河湾北门站	1,竹料墟站 
970,信华路站	1,竹料墟站 
969,信华路站	1,竹料墟站 
964,新庄二路站	1,竹料墟站 
963,新庄村委站	1,竹料墟站 
962,新庄村委站	1,竹料墟站 
959,新洲前站	1,竹料墟站 
956,新洲科技园站	1,竹料墟站 
952,新园路站	1,竹料墟站 
951,新鱼桥头站	1,竹料墟站 
944,新业路站	1,竹料墟站 
943,新业路站	1,竹料墟站 
939,新业路口站	1,竹料墟站 
938,新业路口站	1,竹料墟站 
936,新屋站	1,竹料墟站 
935,新屋站	1,竹料墟站 
934,新围村站	1,竹料墟站 
930,新田居委会站	1,竹料墟站 
929,新田居委会站	1,竹料墟站 
928,新田村站	1,竹料墟站 
927,新田村站	1,竹料墟站 
926,新田村口站	1,竹料墟站 
925,新田村口站	1,竹料墟站 
170,珠村七夕广场站	1,竹料墟站 
168,珠村路站	1,竹料墟站 
166,朱屋站	1,竹料墟站 
127,枝山村站	1,竹料墟站 
122,中心大街南站	1,竹料墟站 
119,中心大街北站	1,竹料墟站 
118,中五路站	1,竹料墟站 
86,中南花园总站	1,竹料墟站 
85,中码头站	1,竹料墟站 
71,中大正门站	1,竹料墟站 
909,新市新街中站	1,竹料墟站 
1534,长棠路口站	1,竹料墟站 
1532,长平路口站	1,竹料墟站 
1528,长平村站	1,竹料墟站 
1524,长龙村站	1,竹料墟站 
1517,长江路口站	1,竹料墟站 
1509,长庚村总站	1,竹料墟站 
1508,长庚村口站	1,竹料墟站 
1507,长庚村口站	1,竹料墟站 
1503,长福路中站	1,竹料墟站 
1502,长福路中站	1,竹料墟站 
1501,长福路站	1,竹料墟站 
2482,东海北路中站	1,竹料墟站 
2478,东莞庄路中站	1,竹料墟站 
2477,东莞庄路中站	1,竹料墟站 
2476,东莞庄路站	1,竹料墟站 
2475,东莞庄路站	1,竹料墟站 
2474,东莞庄路南站	1,竹料墟站 
2473,东莞庄路南站	1,竹料墟站 
2452,东二路	1,竹料墟站 
2448,东堤站	1,竹料墟站 
2442,东昌社站	1,竹料墟站 
2392,灯布社站	1,竹料墟站 
2391,灯布社站	1,竹料墟站 
2383,丹水坑站	1,竹料墟站 
2382,丹水坑路中站	1,竹料墟站 
2381,丹水坑路中站	1,竹料墟站 
2380,丹水坑路南站	1,竹料墟站 
2379,丹水坑路南站	1,竹料墟站 
2378,丹水坑路口站	1,竹料墟站 
2377,丹水坑路口站	1,竹料墟站 
2354,大学城体育中心站	1,竹料墟站 
2353,大学城博物馆站	1,竹料墟站 
2352,大学城博物馆站	1,竹料墟站 
2974,广佛路口(滘口客运站)站	1,竹料墟站 
1717,海南南丫东站	1,竹料墟站 
1716,海南南丫村口站	1,竹料墟站 
1715,海南南丫村口站	1,竹料墟站 
1714,海南连生坊站	1,竹料墟站 
1713,海南连生坊站	1,竹料墟站 
1708,海联中路站	1,竹料墟站 
1700,海角红楼西门站	1,竹料墟站 
1694,海安社区站	1,竹料墟站 
1690,国羽中心站	1,竹料墟站 
1668,广州亿仁医院站	1,竹料墟站 
1664,广州血液中心站	1,竹料墟站 
1648,广州科技创新基地站	1,竹料墟站 
1640,广州火车站总站l	1,竹料墟站 
1639,广州火车站总站k	1,竹料墟站 
1633,广州火车站总站e	1,竹料墟站 
7890,甘竹村站	1,竹料墟站 
7801,北三路南站	1,竹料墟站 
2970,广东药学院站(大学城)	1,竹料墟站 
2969,广东药学院站(大学城)	1,竹料墟站 
2964,广东体育职业学院站	1,竹料墟站 
2963,广东体育职业学院站	1,竹料墟站 
2942,广船站	1,竹料墟站 
2939,广场站	1,竹料墟站 
2938,广保大道南(黄埔海关)站	1,竹料墟站 
2936,广保大道北站	1,竹料墟站 
1758,海珠路站	1,竹料墟站 
1744,海中高得站	1,竹料墟站 
1739,海中北路口站	1,竹料墟站 
1738,海员路站	1,竹料墟站 
1722,海南生北坊站	1,竹料墟站 
1721,海南生北坊站	1,竹料墟站 
1720,海南南丫西站	1,竹料墟站 
1719,海南南丫西站	1,竹料墟站 
1718,海南南丫东站	1,竹料墟站 
11381,湴湄村口站	1,竹料墟站 
11380,子沙村委站	1,竹料墟站 
11379,新涌村委站	1,竹料墟站 
11378,榄核长江数码花园站	1,竹料墟站 
11376,大简村南沙大道站	1,竹料墟站 
11369,南沙体育馆站	1,竹料墟站 
11146,知识城政务中心站	1,竹料墟站 
11150,西区长廊	1,竹料墟站 
11104,石基村委总站	1,竹料墟站 
11081,鱼窝头车站站	1,竹料墟站 
11055,马克路站	1,竹料墟站 
11048,庙贝村站	1,竹料墟站 
11009,樟边路口站	1,竹料墟站 
10877,工业路站	1,竹料墟站 
12134,陈村路口	1,竹料墟站 
11100,晒缯涌站	1,竹料墟站 
11094,朗晴工业区站	1,竹料墟站 
11087,鱼窝头中学站	1,竹料墟站 
11084,丹乐食品站	1,竹料墟站 
11083,马克路站	1,竹料墟站 
11078,万洲村(解放队)站	1,竹料墟站 
11049,东升农场站	1,竹料墟站 
11022,中教村站	1,竹料墟站 
11021,庙青村站	1,竹料墟站 
11018,东升农场站	1,竹料墟站 
11015,灵山路口南站	1,竹料墟站 
10994,小平牌坊站	1,竹料墟站 
10966,为民中路	1,竹料墟站 
10965,威乐工业区站	1,竹料墟站 
10963,汀根小学站	1,竹料墟站 
10955,市桥医院(捷进中路)站	1,竹料墟站 
11687,谢石路口站	1,竹料墟站 
11683,西二村(西张二路)站	1,竹料墟站 
11677,大洲路口站	1,竹料墟站 
11672,多州站	1,竹料墟站 
11671,永字街站	1,竹料墟站 
12048,广日电梯站	1,竹料墟站 
12042,钟村文化广场站	1,竹料墟站 
12040,屏一村站	1,竹料墟站 
12039,顺德碧桂园站	1,竹料墟站 
12038,东乡联发工业区站	1,竹料墟站 
12037,西三寸渡口站	1,竹料墟站 
12036,龙祥路口站	1,竹料墟站 
12035,水门村站	1,竹料墟站 
12034,水门村站	1,竹料墟站 
12030,思亲园站	1,竹料墟站 
12021,化龙车站	1,竹料墟站 
12020,盛龙社区总站	1,竹料墟站 
12019,广汽生活区站	1,竹料墟站 
12016,海心村站	1,竹料墟站 
12014,明经村站	1,竹料墟站 
12013,爱莲村站	1,竹料墟站 
12012,山门村站	1,竹料墟站 
12011,下山门村站	1,竹料墟站 
12010,下山门村站	1,竹料墟站 
12009,桥福园(东环路)站	1,竹料墟站 
12007,谭边村站	1,竹料墟站 
12005,竹山工业区站	1,竹料墟站 
12004,竹山村站	1,竹料墟站 
12003,金山村委站	1,竹料墟站 
12002,桥山村站	1,竹料墟站 
12001,大龙路口站	1,竹料墟站 
12000,眉山工业区站	1,竹料墟站 
11999,旧水坑村委站	1,竹料墟站 
11998,金山大道路口站	1,竹料墟站 
11997,新水坑站	1,竹料墟站 
11996,蔡三村站	1,竹料墟站 
11994,星海青少宫站	1,竹料墟站 
11992,市桥医院(西环路)站	1,竹料墟站 
11991,环市西环路站	1,竹料墟站 
11990,三其大街站	1,竹料墟站 
11989,前锋路站	1,竹料墟站 
11988,前锋村委站	1,竹料墟站 
11987,前锋村委站	1,竹料墟站 
11986,低涌村委站	1,竹料墟站 
11985,北斗桥底站	1,竹料墟站 
11983,石基文化广场站	1,竹料墟站 
11982,茶东村(富怡路)站	1,竹料墟站 
11981,富怡路中站	1,竹料墟站 
12426,大石中心小学站	1,竹料墟站 
12427,地铁会江站	1,竹料墟站 
12413,石井大道北站	1,竹料墟站 
12409,石井大道(龙湖)站	1,竹料墟站 
12366,新塘供电所站	1,竹料墟站 
12234,华润涂料捷信厂站	1,竹料墟站 
12407,螺旋大道西站	1,竹料墟站 
12212,五沙小学站	1,竹料墟站 
12404,星岛环北路(螺旋二路路口)站	1,竹料墟站 
12261,黄麻社区居委会	1,竹料墟站 
12206,金沙人家站	1,竹料墟站 
12236,丰田合成配件厂站	1,竹料墟站 
12376,地税局站	1,竹料墟站 
12260,八哥村站	1,竹料墟站 
12405,螺旋四路(标一企业)站	1,竹料墟站 
12252,心和村站	1,竹料墟站 
12250,南村站	1,竹料墟站 
12369,荔新路口站	1,竹料墟站 
12365,铁路桥站	1,竹料墟站 
2926,光大花园站	1,竹料墟站 
2921,官堂西站	1,竹料墟站 
2919,官堂东站	1,竹料墟站 
2915,公仔岑街站	1,竹料墟站 
2910,公安分局站	1,竹料墟站 
2902,工业大道口站	1,竹料墟站 
2877,港讯小区站	1,竹料墟站 
2876,港讯小区站	1,竹料墟站 
2875,港湾一村站	1,竹料墟站 
2874,港湾一村站	1,竹料墟站 
1603,广州火车东站总站②a	1,竹料墟站 
1871,百花路站	1,竹料墟站 
1793,白兰花园站	1,竹料墟站 
1784,八十四中学站	1,竹料墟站 
1780,澳洲山庄站	1,竹料墟站 
1778,奥体路站	1,竹料墟站 
1772,坳岗站	1,竹料墟站 
1771,安新路站	1,竹料墟站 
1770,安新路站	1,竹料墟站 
1769,安新路南站	1,竹料墟站 
1768,安新路南站	1,竹料墟站 
1488,长湴工业街站	1,竹料墟站 
1465,增南路站	1,竹料墟站 
1460,增滘村站	1,竹料墟站 
1457,云苑直街站	1,竹料墟站 
1456,云苑直街口站	1,竹料墟站 
1455,云苑一街站	1,竹料墟站 
1454,云苑一街口站	1,竹料墟站 
1443,云溪路中站	1,竹料墟站 
7012,下亨田站	1,竹料墟站 
7010,南海管业城站	1,竹料墟站 
7005,洲村市场站	1,竹料墟站 
6996,上沙涌	1,竹料墟站 
6919,新业路北(斗塘路口)站	1,竹料墟站 
6916,玉岩路中站	1,竹料墟站 
6915,玉岩路中站	1,竹料墟站 
6907,荔红公园站	1,竹料墟站 
6903,田心西路站	1,竹料墟站 
10062,慕园村站	1,竹料墟站 
10018,黄岐镇政府总站	1,竹料墟站 
9811,班岭村口站	1,竹料墟站 
2489,东华东路站	1,竹料墟站 
11398,新造职中站	1,竹料墟站 
11397,新谭路口站	1,竹料墟站 
11396,新造医院站	1,竹料墟站 
11102,石基小学站	1,竹料墟站 
11101,三坭涌站	1,竹料墟站 
11079,均冲站	1,竹料墟站 
11075,红星村站	1,竹料墟站 
11068,沙尾站	1,竹料墟站 
11059,均冲站	1,竹料墟站 
11051,灵山医院站	1,竹料墟站 
11004,禺山大道西站	1,竹料墟站 
10995,小平牌坊站	1,竹料墟站 
10973,沙湾派出所站	1,竹料墟站 
10967,为民中路站	1,竹料墟站 
10919,龙岐路口站	1,竹料墟站 
10907,康泰园站	1,竹料墟站 
10901,江南新村站	1,竹料墟站 
10880,公路局南城分局站	1,竹料墟站 
12191,顺番加油站	1,竹料墟站 
12165,西区第一体育中心总站	1,竹料墟站 
11171,广铁一中站	1,竹料墟站 
11166,海傍水乡站	1,竹料墟站 
11108,晒缯涌站	1,竹料墟站 
11098,七十七站	1,竹料墟站 
11086,朗晴工业区站	1,竹料墟站 
11085,东涌万兴路总站	1,竹料墟站 
11076,长莫村委站	1,竹料墟站 
11072,十四队站	1,竹料墟站 
11069,万洲水闸总站	1,竹料墟站 
11066,十四队站	1,竹料墟站 
11062,长莫村委站	1,竹料墟站 
11052,灵山路口南站	1,竹料墟站 
11047,宜安村站	1,竹料墟站 
11017,高新沙路口站	1,竹料墟站 
11008,樟边村总站	1,竹料墟站 
10992,象贤中学北门站	1,竹料墟站 
10958,市桥中心小学站	1,竹料墟站 
10945,沙湾南村站	1,竹料墟站 
10940,沙头中学站	1,竹料墟站 
10902,捷进中路站	1,竹料墟站 
10887,横坑村站	1,竹料墟站 
11172,技术官员村站	1,竹料墟站 
11167,亚运城综合体育馆站	1,竹料墟站 
11140,凤凰四路站	1,竹料墟站 
6853,荔德路站	1,竹料墟站 
10190,天顺路站	1,竹料墟站 
10179,同德乡站	1,竹料墟站 
10156,南岗公交站场总站1	1,竹料墟站 
10084,王园路站	1,竹料墟站 
6575,沐陂村站	1,竹料墟站 
10073,桥中总站	1,竹料墟站 
10053,生物岛北站	1,竹料墟站 
6558,光宝路站	1,竹料墟站 
6498,前锋村站	1,竹料墟站 
6496,区公汽公司站	1,竹料墟站 
6494,番禺汽车客运站	1,竹料墟站 
6429,南翔一路西站	1,竹料墟站 
6404,山塘村站	1,竹料墟站 
9876,南华东路站	1,竹料墟站 
9821,沙渡路(北大附中)站	1,竹料墟站 
9603,旺岗村站	1,竹料墟站 
6336,云苑新村站	1,竹料墟站 
11980,石基三中(富怡路)站	1,竹料墟站 
11977,金业别墅花园站	1,竹料墟站 
11976,绿庭雅苑站	1,竹料墟站 
11973,西村路口站	1,竹料墟站 
11971,古坝市场站	1,竹料墟站 
11970,新洲村委站	1,竹料墟站 
11969,龙湾村站	1,竹料墟站 
11968,龙湾小学站	1,竹料墟站 
11967,龙湾小学站	1,竹料墟站 
11966,紫坭村委站	1,竹料墟站 
11965,小平路口站	1,竹料墟站 
11961,大刀沙村尾站	1,竹料墟站 
11960,草河小学站	1,竹料墟站 
11670,裕丰东站	1,竹料墟站 
11668,沙北村站	1,竹料墟站 
11666,草堂车站	1,竹料墟站 
11665,仙岭村站	1,竹料墟站 
11664,明经村站	1,竹料墟站 
11663,爱莲村站	1,竹料墟站 
11662,金湖工业区站	1,竹料墟站 
11660,大岭村站	1,竹料墟站 
11659,化龙医院站	1,竹料墟站 
11658,番艺花园站	1,竹料墟站 
11657,南坑村口站	1,竹料墟站 
11655,金山小学站	1,竹料墟站 
11654,桥山村站	1,竹料墟站 
11653,石基小学大龙校区站	1,竹料墟站 
11652,桥山工业区站	1,竹料墟站 
11651,文边村站	1,竹料墟站 
11650,旧水坑小学站	1,竹料墟站 
11648,水濂小学站	1,竹料墟站 
11647,新水坑文化中心站	1,竹料墟站 
11646,坑头村站	1,竹料墟站 
11645,樟边村站	1,竹料墟站 
11644,龙美村(迎新路)站	1,竹料墟站 
11641,西丽桥北站	1,竹料墟站 
11640,市桥医院(西环路)站	1,竹料墟站 
11639,三其大街站	1,竹料墟站 
11638,大龙居委站	1,竹料墟站 
11637,大龙居委站	1,竹料墟站 
11636,富怡苑站	1,竹料墟站 
11633,浮沙村站	1,竹料墟站 
11632,古坝市场站	1,竹料墟站 
11631,古坝电影院站	1,竹料墟站 
11630,古东工业区站	1,竹料墟站 
11629,大桥头站	1,竹料墟站 
11626,番禺博物馆站	1,竹料墟站 
11624,南区公园(福德路)站	1,竹料墟站 
11617,思贤村站	1,竹料墟站 
11616,兴业大道北站	1,竹料墟站 
11615,新造中心小学站	1,竹料墟站 
11613,文山村站	1,竹料墟站 
11600,张松村总站	1,竹料墟站 
11598,榄核镇政府站	1,竹料墟站 
11596,九比村总站	1,竹料墟站 
11595,同康路站	1,竹料墟站 
11590,地铁东涌总站	1,竹料墟站 
11589,东涌名苑站	1,竹料墟站 
12188,西丽桥南站	1,竹料墟站 
11580,南沙体育馆站	1,竹料墟站 
11572,屏一桥站	1,竹料墟站 
11571,西二村(西张二路)站	1,竹料墟站 
11561,复苏站	1,竹料墟站 
11559,莲花山车站总站	1,竹料墟站 
11558,石楼派出所站	1,竹料墟站 
11555,裕丰桥站	1,竹料墟站 
11552,合兴村站	1,竹料墟站 
11550,山门牌坊站	1,竹料墟站 
11547,交警大队站	1,竹料墟站 
11544,金山村委站	1,竹料墟站 
11543,大龙玻璃厂站	1,竹料墟站 
11542,大龙玻璃厂站	1,竹料墟站 
11541,石基小学大龙校区站	1,竹料墟站 
11540,凌边村站	1,竹料墟站 
11539,天德厂站	1,竹料墟站 
11538,凌边总站	1,竹料墟站 
11537,凌边工业区站	1,竹料墟站 
11536,金山路口站	1,竹料墟站 
11535,文边工业区站	1,竹料墟站 
11534,坑头工业区站	1,竹料墟站 
11533,坑头生态园站	1,竹料墟站 
11532,新水坑村生态园站	1,竹料墟站 
11531,新水坑站	1,竹料墟站 
11529,西堤小区站	1,竹料墟站 
11528,海滨大厦站	1,竹料墟站 
11527,西丽桥北站	1,竹料墟站 
11526,长坦村口站	1,竹料墟站 
11525,低涌村总站	1,竹料墟站 
11524,富庭花园站	1,竹料墟站 
11523,大龙小学站	1,竹料墟站 
11522,大龙经济发展公司站	1,竹料墟站 
11521,大龙经济发展公司站	1,竹料墟站 
11520,茶东东村站	1,竹料墟站 
11519,茶东村西站	1,竹料墟站 
11518,茶东村西站	1,竹料墟站 
11516,金业别墅花园站	1,竹料墟站 
11515,德宝花园正门站	1,竹料墟站 
11513,万科城站	1,竹料墟站 
11510,紫坭村口站	1,竹料墟站 
11507,沙龙尾站	1,竹料墟站 
11505,华南新城南区正门站	1,竹料墟站 
11504,新造中心小学站	1,竹料墟站 
11503,崇德村站	1,竹料墟站 
11502,新造地铁站总站	1,竹料墟站 
12176,变电站	1,竹料墟站 
11491,万安村站	1,竹料墟站 
11487,湴湄村站	1,竹料墟站 
11486,子沙村委站	1,竹料墟站 
11485,八沙村站	1,竹料墟站 
11484,八沙村站	1,竹料墟站 
11481,蔡新路口站	1,竹料墟站 
11480,榄核派出所站	1,竹料墟站 
11479,西线路口站	1,竹料墟站 
11478,墩塘工业区站	1,竹料墟站 
11477,创信鞋厂站	1,竹料墟站 
11476,东深天益村站	1,竹料墟站 
11470,甘岗村站	1,竹料墟站 
11466,滨海花园站	1,竹料墟站 
11457,西三寸渡口站	1,竹料墟站 
11456,富裕围站	1,竹料墟站 
11455,富裕围站	1,竹料墟站 
11454,天发厂站	1,竹料墟站 
11452,百越广场南门站	1,竹料墟站 
11451,盛泰花园站	1,竹料墟站 
11449,多州站	1,竹料墟站 
11448,石楼派出所站	1,竹料墟站 
11446,官涌村站	1,竹料墟站 
11444,新村站	1,竹料墟站 
11441,沙尾村站	1,竹料墟站 
11440,仙岭村站	1,竹料墟站 
11439,下山门村总站	1,竹料墟站 
11438,官桥新村站	1,竹料墟站 
11437,应塘坊站	1,竹料墟站 
11436,柏堂村站	1,竹料墟站 
11433,东盛路站	1,竹料墟站 
11431,旧水坑中心街站	1,竹料墟站 
12262,黄麻社区居委会	1,竹料墟站 
12221,烨辉站	1,竹料墟站 
12208,五沙一村站	1,竹料墟站 
12226,安博基业公司站	1,竹料墟站 
12372,雅居乐花园站	1,竹料墟站 
12363,民营工业园(增城)站	1,竹料墟站 
12270,榄核公交站	1,竹料墟站 
12266,会江地铁站	1,竹料墟站 
12259,八哥村站	1,竹料墟站 
12241,蚬涌市场站	1,竹料墟站 
12239,五沙三村站	1,竹料墟站 
12238,五沙大桥收费站	1,竹料墟站 
12231,欧洲工业园路口	1,竹料墟站 
12194,沙坑牌坊站	1,竹料墟站 
12186,大夫山森林公园路口	1,竹料墟站 
12184,疗养院站	1,竹料墟站 
12182,南双玉村	1,竹料墟站 
12180,南双玉工业区	1,竹料墟站 
12178,双坑村	1,竹料墟站 
12174,碧桂东苑	1,竹料墟站 
12172,雄峰商城	1,竹料墟站 
12166,东晖路东	1,竹料墟站 
12145,容桂汽车站	1,竹料墟站 
12120,观龙桥脚站	1,竹料墟站 
12117,兴业路中站	1,竹料墟站 
12114,莲花山车站	1,竹料墟站 
4844,蚝壳洲东街站	1,竹料墟站 
12092,谷围新村站	1,竹料墟站 
12091,新造公园站	1,竹料墟站 
12076,湴湄村站	1,竹料墟站 
12075,绿村村委站	1,竹料墟站 
12074,大生村委站	1,竹料墟站 
12073,镇泰厂站	1,竹料墟站 
12072,星海小学站	1,竹料墟站 
12071,榄核涌站	1,竹料墟站 
12070,榄核派出所站	1,竹料墟站 
12069,沙湾涌站	1,竹料墟站 
12068,墩塘村站	1,竹料墟站 
12065,南村油库站	1,竹料墟站 
12063,罗边实发市场站	1,竹料墟站 
12062,七星岗公园站	1,竹料墟站 
12840,荔红路(萝岗中医院)站	1,竹料墟站 
12837,岑村新南街站	1,竹料墟站 
12836,岑村新南街站	1,竹料墟站 
12835,岑村南街总站	1,竹料墟站 
12834,翡翠广场站	1,竹料墟站 
12833,平东村委站	1,竹料墟站 
12829,萝岗中心区公交场站	1,竹料墟站 
12826,沥心沙收费站	1,竹料墟站 
12823,榄塘村站	1,竹料墟站 
12821,滴水岩森林公园总站	1,竹料墟站 
12820,留耕堂站	1,竹料墟站 
12819,留耕堂站	1,竹料墟站 
12818,象贤中学站	1,竹料墟站 
12817,象贤中学站	1,竹料墟站 
12816,沙湾东村站	1,竹料墟站 
12815,沙湾东村站	1,竹料墟站 
12813,祈福水城站	1,竹料墟站 
12812,雅居乐锦官城站	1,竹料墟站 
12802,丹桂社区居委会站	1,竹料墟站 
12787,广珠路碧江站	1,竹料墟站 
12814,祈福水城站	1,竹料墟站 
12726,南翔二路东站	1,竹料墟站 
12658,芳村隧道口站2	1,竹料墟站 
12655,华师生活区站	1,竹料墟站 
12613,萝峰村口站	1,竹料墟站 
12577,地铁黄村站	1,竹料墟站 
12569,合益街站	1,竹料墟站 
12581,侨港路站	1,竹料墟站 
12487,地玄村站	1,竹料墟站 
12480,东线路北站	1,竹料墟站 
12471,峻新路口站	1,竹料墟站 
12461,奥园广场站	1,竹料墟站 
12456,华侨城北门站	1,竹料墟站 
12446,甘棠村站	1,竹料墟站 
12439,番禺大道(渔民新村)	1,竹料墟站 
12424,三村海丰南站	1,竹料墟站 
12811,雅居乐锦官城站	1,竹料墟站 
12808,南双玉村总站	1,竹料墟站 
12807,大板工业区站	1,竹料墟站 
12806,大板工业区站	1,竹料墟站 
12805,汀根村委站	1,竹料墟站 
12800,上佳市站	1,竹料墟站 
12798,容山书院站	1,竹料墟站 
12796,新球医院站	1,竹料墟站 
12793,大良交警中队站	1,竹料墟站 
12792,林头西站	1,竹料墟站 
12789,顺联广场站	1,竹料墟站 
12786,越秀南客运站	1,竹料墟站 
12743,科学大道(风信路口)站	1,竹料墟站 
12732,南云五路口站	1,竹料墟站 
11400,三善中村站	1,竹料墟站 
11429,旧水坑派出所(旧村西路)站	1,竹料墟站 
11427,眉山工业区站	1,竹料墟站 
11426,美洁环卫厂站	1,竹料墟站 
11425,凌边村委站	1,竹料墟站 
11424,凌环南路站	1,竹料墟站 
11423,金山路口站	1,竹料墟站 
11422,坑头工业区(市新路)站	1,竹料墟站 
11421,龙美村(迎新路)站	1,竹料墟站 
11420,东沙村站	1,竹料墟站 
11418,何贤医院(环城东路站)站	1,竹料墟站 
11417,老干部活动中心站	1,竹料墟站 
11416,康裕北苑站	1,竹料墟站 
11415,环市西环路站	1,竹料墟站 
11414,三桥北站	1,竹料墟站 
11413,长沙路站	1,竹料墟站 
11412,区公汽东门站	1,竹料墟站 
11411,前锋工业区站	1,竹料墟站 
11410,大龙小学站	1,竹料墟站 
11407,华景新城站	1,竹料墟站 
11406,华景新城(桥南路)站	1,竹料墟站 
11404,古东工业区站	1,竹料墟站 
11403,象俊中学站	1,竹料墟站 
9756,地铁琶洲站总站	1,竹料墟站 
6292,龙溪总站(总站)	1,竹料墟站 
6290,姜洞村站	1,竹料墟站 
4904,荷棠下村站	1,竹料墟站 
4902,荷景路站	1,竹料墟站 
4900,荷景路西站	1,竹料墟站 
4898,荷光路中站	1,竹料墟站 
4897,荷光路中站	1,竹料墟站 
4896,荷光路站	1,竹料墟站 
4895,荷光路站	1,竹料墟站 
4894,荷光路口总站	1,竹料墟站 
4889,河水东大街站	1,竹料墟站 
4888,河水东大街站	1,竹料墟站 
4887,河水东大街口总站	1,竹料墟站 
4886,河水大街站	1,竹料墟站 
4885,河水大街站	1,竹料墟站 
4883,河沙中路站	1,竹料墟站 
4876,河村松涛站	1,竹料墟站 
4856,禾丰路中站	1,竹料墟站 
4855,禾丰路中站	1,竹料墟站 
4854,禾丰横路总站	1,竹料墟站 
4853,禾丰二纵路口站	1,竹料墟站 
4852,禾丰二纵路口站	1,竹料墟站 
4851,禾丰村站	1,竹料墟站 
4850,禾丰村站	1,竹料墟站 
12804,汀根村委站	1,竹料墟站 
12803,丹桂社区居委会站	1,竹料墟站 
12731,南云五路口站	1,竹料墟站 
12730,南翔三路站	1,竹料墟站 
12729,南翔三路站	1,竹料墟站 
12728,南云四路站	1,竹料墟站 
12727,南云四路站	1,竹料墟站 
12725,南翔二路东站	1,竹料墟站 
12724,南翔二路中站	1,竹料墟站 
12723,南翔二路中站	1,竹料墟站 
12695,东沙大道南站	1,竹料墟站 
12629,阅江中路东站	1,竹料墟站 
12626,大涵小学站	1,竹料墟站 
12549,广工饭堂站	1,竹料墟站 
