11427,眉山工业区站	12791,林头西站 
3185,棠德南路站	12791,林头西站 
3184,棠德南路站	12791,林头西站 
3183,棠德路站	12791,林头西站 
3182,棠德路站	12791,林头西站 
3181,棠安路总站	12791,林头西站 
20032,南浦	12791,林头西站 
20015,会江	12791,林头西站 
3178,科韵路棠安路口站	12791,林头西站 
3177,科韵路棠安路口站	12791,林头西站 
3176,唐阁站	12791,林头西站 
3175,唐阁站	12791,林头西站 
3174,唐阁村总站	12791,林头西站 
3173,坦尾总站	12791,林头西站 
20104,石壁	12791,林头西站 
20061,广州南站	12791,林头西站 
20059,广州东站	12791,林头西站 
3169,潭村北大街站	12791,林头西站 
3168,潭村北大街站	12791,林头西站 
3167,谭村路口站	12791,林头西站 
3166,谭村路口站	12791,林头西站 
3165,泰沙路口站	12791,林头西站 
3164,泰沙路口站	12791,林头西站 
3163,泰宁大街站	12791,林头西站 
3162,泰康路站	12791,林头西站 
3161,泰康路站	12791,林头西站 
3160,泰安北路站	12791,林头西站 
3159,泰安北路站	12791,林头西站 
3158,太营路站	12791,林头西站 
3157,太营路站	12791,林头西站 
3156,太平洋开发区站	12791,林头西站 
3155,太平洋开发区站	12791,林头西站 
3154,太平洋工业区站	12791,林头西站 
12454,北海村水果批发市场站	12791,林头西站 
12451,甘棠村站	12791,林头西站 
12444,番禺奥林匹克花园站	12791,林头西站 
12442,番禺中学总站	12791,林头西站 
20060,广州东站	12791,林头西站 
20076,林和西	12791,林头西站 
12415,龙湖工业区总站	12791,林头西站 
12410,石井大道(龙湖)站	12791,林头西站 
12564,中医学院(桂花岗)总站	12791,林头西站 
12562,广大麓湖雕塑公园总站	12791,林头西站 
12558,大学城(广大)西门站	12791,林头西站 
12557,大学城(广大)西门站	12791,林头西站 
12555,大学城(广大)正门站	12791,林头西站 
12553,大学城广大A2楼站	12791,林头西站 
12551,广大广园小区总站	12791,林头西站 
12550,暨南大学站	12791,林头西站 
12545,富豪山庄站	12791,林头西站 
20021,体育西路	12791,林头西站 
20075,林和西	12791,林头西站 
20018,体育中心南	12791,林头西站 
20047,天河南	12791,林头西站 
20138,黄埔大道	12791,林头西站 
20112,花城大道	12791,林头西站 
20049,妇儿中心	12791,林头西站 
20079,歌剧院	12791,林头西站 
20089,海心沙	12791,林头西站 
20124,赤岗塔	12791,林头西站 
20135,魁奇路	12791,林头西站 
20050,季华园	12791,林头西站 
20035,同济路	12791,林头西站 
20108,祖庙	12791,林头西站 
20070,普君北路	12791,林头西站 
20071,朝安	12791,林头西站 
20077,桂城	12791,林头西站 
20030,南桂路	12791,林头西站 
20133,雷岗	12791,林头西站 
20028,千灯湖	12791,林头西站 
20130,金融高新区	12791,林头西站 
20145,龙溪	12791,林头西站 
20114,菊树	12791,林头西站 
20002,万胜围	12791,林头西站 
12493,尚上名筑站	12791,林头西站 
12492,深沙尾站	12791,林头西站 
12490,地玄村站	12791,林头西站 
12488,沙滘站	12791,林头西站 
12485,尚上名筑站	12791,林头西站 
12479,白岗村站	12791,林头西站 
12477,白岗村站	12791,林头西站 
12476,东线路北站	12791,林头西站 
12475,东线路南站	12791,林头西站 
12474,东盛路北站	12791,林头西站 
12473,蔗山村口站	12791,林头西站 
12472,东盛路中站	12791,林头西站 
12470,省妇幼保健院站	12791,林头西站 
12468,省妇幼保健院站	12791,林头西站 
12467,峻新路口站	12791,林头西站 
12466,新基村总站	12791,林头西站 
12464,星辰时代豪庭站	12791,林头西站 
12463,昊龙花园站	12791,林头西站 
12460,昊龙花园站	12791,林头西站 
12459,星辰时代豪庭站	12791,林头西站 
12458,海伦堡创意园总站	12791,林头西站 
12452,华南轮胎厂	12791,林头西站 
12450,蔡边村(番禺大道北)站	12791,林头西站 
12449,蔡二新村(番禺大道北)站	12791,林头西站 
12448,蔡二新村(番禺大道北)站	12791,林头西站 
12447,蔡边村(番禺大道北)站	12791,林头西站 
12445,皇冠音响厂站	12791,林头西站 
12443,番禺奥林匹克花园站	12791,林头西站 
12438,番禺大桥(广地花园)站	12791,林头西站 
12437,小洲便桥西总站	12791,林头西站 
12715,富康西街站	12791,林头西站 
12714,富康西街站	12791,林头西站 
20119,西朗	12791,林头西站 
20099,琶洲	12791,林头西站 
20065,新港东	12791,林头西站 
12690,龙洞东路中站	12791,林头西站 
12670,科新路口站	12791,林头西站 
20107,磨碟沙	12791,林头西站 
12625,大涵村委站	12791,林头西站 
20122,赤岗	12791,林头西站 
12620,新市云霄楼站	12791,林头西站 
12612,萝峰村口站	12791,林头西站 
12592,瑞和路北(开泰大道口)站	12791,林头西站 
12590,吉山村站	12791,林头西站 
12588,长新路口站	12791,林头西站 
12574,小洲便桥西站	12791,林头西站 
12566,广东外语艺术职业学院站	12791,林头西站 
12552,中山纪念堂总站	12791,林头西站 
20054,客村	12791,林头西站 
20137,鹭江	12791,林头西站 
20009,中大	12791,林头西站 
20069,晓港	12791,林头西站 
20068,昌岗	12791,林头西站 
20085,沙园	12791,林头西站 
20052,宝岗大道	12791,林头西站 
12491,江兴村站	12791,林头西站 
12486,江兴村站	12791,林头西站 
12482,东盛路北站	12791,林头西站 
12481,东线路南站	12791,林头西站 
12548,广工饭堂站	12791,林头西站 
12462,奥园广场站	12791,林头西站 
