7722,石基地铁站	2198,大布路口站 
10834,蔡边市场站	2198,大布路口站 
9453,岗顶站2	2198,大布路口站 
9217,诜村村委会站	2198,大布路口站 
9194,板桥东站	2198,大布路口站 
9163,凤西二路站	2198,大布路口站 
9098,铁路边站	2198,大布路口站 
9097,丽康居(教师村)站	2198,大布路口站 
10171,太平路口站	2198,大布路口站 
10129,香雪八路中站	2198,大布路口站 
10057,星岛环南路（星汗一路路口）站	2198,大布路口站 
3884,埔心村口站	2198,大布路口站 
3881,埔南路中站	2198,大布路口站 
3878,埔南路站	2198,大布路口站 
3877,埔南路延长段中站	2198,大布路口站 
3874,埔南路东站	2198,大布路口站 
9235,石南路站	2198,大布路口站 
8876,三沙村口站	2198,大布路口站 
11307,茶东村(富怡路)站	2198,大布路口站 
8803,石楼镇政府站	2198,大布路口站 
8300,埔北路站	2198,大布路口站 
8297,沧联二路站	2198,大布路口站 
8156,坳尾村站	2198,大布路口站 
8155,下坭村站	2198,大布路口站 
8143,镇标站	2198,大布路口站 
11303,汇景大道站	2198,大布路口站 
11302,龙湾路口站	2198,大布路口站 
8123,墩涌站	2198,大布路口站 
8094,潭洲车站总站	2198,大布路口站 
10178,增南路芳村车管所站	2198,大布路口站 
10119,红旗路南站	2198,大布路口站 
9987,丹山村(西环路)站	2198,大布路口站 
9274,会江村委站	2198,大布路口站 
9245,南浦车站	2198,大布路口站 
9542,艺苑南路口站	2198,大布路口站 
6524,湖洲站	2198,大布路口站 
9162,地铁龙溪站	2198,大布路口站 
9125,创星厂站	2198,大布路口站 
9119,公汽总站	2198,大布路口站 
11323,凌边村站	2198,大布路口站 
11322,凌边一队站	2198,大布路口站 
11321,坑头生态园站	2198,大布路口站 
8869,天益桥站	2198,大布路口站 
8761,昌利工业城站	2198,大布路口站 
8750,东导村委站	2198,大布路口站 
11320,旧水坑小学站	2198,大布路口站 
8636,大岗派出所站	2198,大布路口站 
8631,雍富酒店站	2198,大布路口站 
8622,新联二村总站	2198,大布路口站 
8607,中埠村站	2198,大布路口站 
8603,南顺一村站	2198,大布路口站 
8599,大岗园林宾馆路口站	2198,大布路口站 
8596,浮莲岗站	2198,大布路口站 
8593,莲花山度假村站	2198,大布路口站 
8581,胜洲村中心站	2198,大布路口站 
8578,茭塘东站	2198,大布路口站 
11319,新水坑文化中心站	2198,大布路口站 
11318,新水坑牌坊站	2198,大布路口站 
11316,蔡三村站	2198,大布路口站 
8420,亭角南站	2198,大布路口站 
8158,沙角村站	2198,大布路口站 
8132,励业路口站	2198,大布路口站 
11314,老干部活动中心站	2198,大布路口站 
8095,潭洲市场站	2198,大布路口站 
7959,护林路(横沙村口)站	2198,大布路口站 
11313,长沙路站	2198,大布路口站 
11312,前锋路站	2198,大布路口站 
11137,二横路口站1	2198,大布路口站 
7896,华峰寺总站	2198,大布路口站 
11113,新桥东站	2198,大布路口站 
11110,七十七站	2198,大布路口站 
11097,东导桥站	2198,大布路口站 
7251,海北大道站	2198,大布路口站 
7247,彩滨北路站	2198,大布路口站 
9451,上社站1	2198,大布路口站 
9446,上社站1	2198,大布路口站 
11074,十二队站	2198,大布路口站 
11060,万洲村(解放队)站	2198,大布路口站 
8627,马前村站	2198,大布路口站 
8617,马前村站	2198,大布路口站 
8615,北流村站	2198,大布路口站 
8538,八斗村站	2198,大布路口站 
8199,新南村站	2198,大布路口站 
8192,凤尾路站	2198,大布路口站 
7741,云溪路东站	2198,大布路口站 
7714,大龙桥站	2198,大布路口站 
10692,黄鹤路口站	2198,大布路口站 
7558,潭村牌坊站	2198,大布路口站 
7551,潭村文化广场站	2198,大布路口站 
9806,大同牌坊站	2198,大布路口站 
5832,九龙二小九楼分校站	2198,大布路口站 
5831,九龙二小大坦分校站	2198,大布路口站 
5830,九龙二小大坦分校站	2198,大布路口站 
5829,九岭路站	2198,大布路口站 
5828,九岭路站	2198,大布路口站 
11139,永盛路口	2198,大布路口站 
3864,平洲冲口站	2198,大布路口站 
11295,草河村牌坊站	2198,大布路口站 
11294,眉山村站	2198,大布路口站 
11292,华南新城南大路口站	2198,大布路口站 
11273,万安工业区站	2198,大布路口站 
11272,良地埠站	2198,大布路口站 
11271,民生桥北站	2198,大布路口站 
11269,榄核长江数码花园站	2198,大布路口站 
11268,榄核成校站	2198,大布路口站 
11264,同康路站	2198,大布路口站 
11263,永大集团站	2198,大布路口站 
11261,甘岗村委总站	2198,大布路口站 
11256,广州外国语学校站	2198,大布路口站 
11054,丹乐食品站	2198,大布路口站 
11053,马克村总站	2198,大布路口站 
9248,西三村口站	2198,大布路口站 
9188,广惠高速路口站	2198,大布路口站 
10997,新市桥汽车站总站	2198,大布路口站 
10990,象圣中学站	2198,大布路口站 
10804,媒体村站	2198,大布路口站 
10234,逸景路口	2198,大布路口站 
8307,诚联公园站	2198,大布路口站 
8298,沧头桥站	2198,大布路口站 
8277,新桂路南站	2198,大布路口站 
10110,地铁文冲站总站	2198,大布路口站 
7875,赵溪路口站	2198,大布路口站 
9833,地铁坦尾站	2198,大布路口站 
8400,麦村村委站	2198,大布路口站 
11107,三坭涌站	2198,大布路口站 
11064,十二队站	2198,大布路口站 
7646,东方二路站	2198,大布路口站 
7584,茅岗路南站	2198,大布路口站 
7555,潭村综合市场站	2198,大布路口站 
7004,洲村站	2198,大布路口站 
7000,信和广场站	2198,大布路口站 
9817,木摾水库站	2198,大布路口站 
6562,高普路北站	2198,大布路口站 
6550,平洲玉器街	2198,大布路口站 
7719,海涌路口站	2198,大布路口站 
7717,石基中学站	2198,大布路口站 
5998,柯木塱大坪街站	2198,大布路口站 
8164,平稳村站	2198,大布路口站 
8107,灵山村站	2198,大布路口站 
11115,新桥村站	2198,大布路口站 
11099,安顺涌站	2198,大布路口站 
11070,沙尾站	2198,大布路口站 
10984,西园站	2198,大布路口站 
10979,西丽路站	2198,大布路口站 
10976,西丽工业区站	2198,大布路口站 
7868,赵溪路口站	2198,大布路口站 
10971,西村北山站	2198,大布路口站 
10962,汀根小学站	2198,大布路口站 
10939,沙头市场站	2198,大布路口站 
7806,大学城综合商业北区总站	2198,大布路口站 
7591,步漖村站	2198,大布路口站 
7491,侨港路口	2198,大布路口站 
10459,瑞玲站	2198,大布路口站 
6560,高普路中站	2198,大布路口站 
10161,江新路站	2198,大布路口站 
6541,平洲医院路口	2198,大布路口站 
7718,金井坊站	2198,大布路口站 
7712,长沙路口站	2198,大布路口站 
7697,德宝花园站	2198,大布路口站 
7572,地铁文冲站	2198,大布路口站 
10881,公路局南城分局站	2198,大布路口站 
7245,横沙村站	2198,大布路口站 
10865,番艺花园路口站	2198,大布路口站 
10847,大平市场站	2198,大布路口站 
10831,蔡边村站	2198,大布路口站 
10638,东兴市场站	2198,大布路口站 
10055,星岛环南路北站	2198,大布路口站 
6502,亚运城站	2198,大布路口站 
10049,生物岛叠翠园总站	2198,大布路口站 
5986,康南路站	2198,大布路口站 
5977,康龙大街站	2198,大布路口站 
5974,康乐五社站	2198,大布路口站 
5972,康乐三社站	2198,大布路口站 
5967,康湖大街站	2198,大布路口站 
5965,康大职业技术学院站	2198,大布路口站 
7112,上庄站	2198,大布路口站 
7007,丰岗收费站	2198,大布路口站 
7721,永善村站	2198,大布路口站 
9668,启学路站	2198,大布路口站 
7614,西塱村委站	2198,大布路口站 
10189,思成路站	2198,大布路口站 
7582,炕头站	2198,大布路口站 
7576,炕头站	2198,大布路口站 
7552,南新大街口站	2198,大布路口站 
7539,槎头万龙二街站	2198,大布路口站 
7252,白沙村委站	2198,大布路口站 
2086,潮汕学院站	2198,大布路口站 
2059,茶叶市场站	2198,大布路口站 
2039,沧头中路站	2198,大布路口站 
2037,沧联总站	2198,大布路口站 
2035,沧联小学站	2198,大布路口站 
2034,沧联市场站	2198,大布路口站 
2033,沧联市场站	2198,大布路口站 
2032,沧联市场大街站	2198,大布路口站 
2031,沧联市场大街站	2198,大布路口站 
2029,沧联社区站	2198,大布路口站 
2015,布岭路口站	2198,大布路口站 
2014,布岭路口站	2198,大布路口站 
2013,布岭村站	2198,大布路口站 
2012,布岭村站	2198,大布路口站 
1999,滨河路站	2198,大布路口站 
1997,滨海半岛站	2198,大布路口站 
1990,碧映路西站	2198,大布路口站 
1988,碧映路东站	2198,大布路口站 
10274,东石牌坊站	2198,大布路口站 
10192,天盈路站	2198,大布路口站 
10069,石中路口站 	2198,大布路口站 
10068,石中路口站	2198,大布路口站 
6548,平南市场	2198,大布路口站 
9660,新丰路中(禾丰新村)站	2198,大布路口站 
9658,新丰路(布岭村)站	2198,大布路口站 
5956,开泰大道(科学城商务中心)站	2198,大布路口站 
5955,开泰大道(科学城商务中心)站	2198,大布路口站 
5948,开泰大道(骏达路口)站	2198,大布路口站 
5929,开发大道口站	2198,大布路口站 
6417,金峰园路站	2198,大布路口站 
6411,新新大道中站	2198,大布路口站 
6410,岭头站	2198,大布路口站 
6011,柯子岭站2	2198,大布路口站 
8536,天麓湖郊野公园站	2198,大布路口站 
8535,田心村(天麓北路)站	2198,大布路口站 
8399,麦村村委站	2198,大布路口站 
8398,陈塘社站	2198,大布路口站 
8397,陈塘社站	2198,大布路口站 
11155,天安科技园总站	2198,大布路口站 
10935,沙头村站	2198,大布路口站 
10931,三桥南站	2198,大布路口站 
10930,三桥丹山水闸站	2198,大布路口站 
10921,南区市场站	2198,大布路口站 
10910,康裕西苑站	2198,大布路口站 
10903,捷进中路站	2198,大布路口站 
10899,江南商业城小区站	2198,大布路口站 
10897,机关幼儿园站	2198,大布路口站 
10886,荷景花园站	2198,大布路口站 
12135,北滘交通中心	2198,大布路口站 
12116,长隆路口站	2198,大布路口站 
11170,广医四院南门站	2198,大布路口站 
11112,东导小学站	2198,大布路口站 
11109,安顺涌站	2198,大布路口站 
11106,石基小学站	2198,大布路口站 
11103,石基村市场站	2198,大布路口站 
11096,东导小学站	2198,大布路口站 
11089,鱼窝头社区中心站	2198,大布路口站 
11088,东深桥站	2198,大布路口站 
11071,十三队站	2198,大布路口站 
11067,十三队站	2198,大布路口站 
11063,红星村站	2198,大布路口站 
11050,高新沙路口站	2198,大布路口站 
11012,仲元中学站	2198,大布路口站 
11003,涌边村站	2198,大布路口站 
11001,雅荷居站	2198,大布路口站 
10951,沙园村站	2198,大布路口站 
10941,沙头中学站	2198,大布路口站 
10933,沙南路站	2198,大布路口站 
10915,龙岐村委站	2198,大布路口站 
10908,康裕北苑站	2198,大布路口站 
10900,江南新村站	2198,大布路口站 
10894,黄沙岛花园站	2198,大布路口站 
11147,知识城政务中心站	2198,大布路口站 
11144,凤凰三横路站	2198,大布路口站 
11143,凤凰三路站	2198,大布路口站 
11105,石基村市场站	2198,大布路口站 
11073,七队站	2198,大布路口站 
11065,七队站	2198,大布路口站 
11061,万洲村委站	2198,大布路口站 
11046,庙青村站	2198,大布路口站 
11019,庙贝村站	2198,大布路口站 
10985,蚬涌路口站	2198,大布路口站 
10956,市桥医院(捷进中路)站	2198,大布路口站 
10917,龙岐村站	2198,大布路口站 
10889,华侨城总站	2198,大布路口站 
7715,石基镇政府站	2198,大布路口站 
7713,汉基工业区站	2198,大布路口站 
10305,风神工商银行站	2198,大布路口站 
7803,中二横路东站	2198,大布路口站 
7729,莲花山交警中队站	2198,大布路口站 
7725,潮田工业区站	2198,大布路口站 
7673,石基村站	2198,大布路口站 
10209,雁洲路口站	2198,大布路口站 
9812,花围西约站	2198,大布路口站 
6409,岭头站	2198,大布路口站 
6002,柯木塱西路站	2198,大布路口站 
6001,柯木塱市场站	2198,大布路口站 
8266,光谱东路站	2198,大布路口站 
11361,钟村文化广场站	2198,大布路口站 
8167,灵山路口北站	2198,大布路口站 
8111,灵岗二桥站	2198,大布路口站 
11169,亚运城国际商业街站	2198,大布路口站 
11145,凤凰三横路站	2198,大布路口站 
11138,永盛路口	2198,大布路口站 
11168,亚运城体验中心站	2198,大布路口站 
7724,陈戴巷站	2198,大布路口站 
7540,彭加木公园站	2198,大布路口站 
10116,香雪八路南站	2198,大布路口站 
6913,启学路(玉岩路路口)站	2198,大布路口站 
2783,凤凰中学站	2198,大布路口站 
2545,东鹏大道中站	2198,大布路口站 
2544,东鹏大道中站	2198,大布路口站 
2542,东鹏大道站	2198,大布路口站 
2533,东塱市场站	2198,大布路口站 
2523,东璟街站	2198,大布路口站 
2507,东江大道中站	2198,大布路口站 
2504,东基站	2198,大布路口站 
2503,东基村站	2198,大布路口站 
2499,东晖路口站	2198,大布路口站 
2422,地铁厦滘站①	2198,大布路口站 
2419,地铁三元里(C2出口)站	2198,大布路口站 
2414,地铁江夏地铁站	2198,大布路口站 
2413,地铁江夏地铁站	2198,大布路口站 
2408,地铁东晓南总站	2198,大布路口站 
2407,地铁东圃站总站	2198,大布路口站 
2399,邓家站	2198,大布路口站 
2398,邓岗站	2198,大布路口站 
2396,邓岗小区站	2198,大布路口站 
2142,赤岗大塘站	2198,大布路口站 
2132,城西花园总站	2198,大布路口站 
2112,陈边站	2198,大布路口站 
2101,车陂站	2198,大布路口站 
2100,车陂站	2198,大布路口站 
1982,笔岗村站	2198,大布路口站 
2501,东辉广场站	2198,大布路口站 
1980,笔岗村委站	2198,大布路口站 
1978,笔岗村口站	2198,大布路口站 
1969,笔村口站	2198,大布路口站 
1961,北园西路站	2198,大布路口站 
1955,北山公园站	2198,大布路口站 
1942,北环路站	2198,大布路口站 
1936,北村闸站	2198,大布路口站 
1932,北村路站	2198,大布路口站 
1926,保沙路站	2198,大布路口站 
1913,宝石路站	2198,大布路口站 
1909,宝岗大道总站③	2198,大布路口站 
1899,宝丰路站	2198,大布路口站 
1886,班岭村站	2198,大布路口站 
1957,北山路口总站	2198,大布路口站 
276,天府路口站	2198,大布路口站 
268,体育中心站B4	2198,大布路口站 
257,体育中心站2	2198,大布路口站 
251,体育中心站	2198,大布路口站 
245,体育西路站	2198,大布路口站 
216,珠江医院总站②	2198,大布路口站 
2183,春晖四街站	2198,大布路口站 
2182,春晖六街站	2198,大布路口站 
2181,春晖六街站	2198,大布路口站 
2175,创业路东站	2198,大布路口站 
2164,赤沙路中站	2198,大布路口站 
2161,赤坎桥站	2198,大布路口站 
2153,赤岗西(珠江消防器材厂)站	2198,大布路口站 
1015,学院站	2198,大布路口站 
1014,学院站	2198,大布路口站 
989,兴东路站	2198,大布路口站 
3119,穗华中学站	2198,大布路口站 
3099,松柏路中站	2198,大布路口站 
3091,顺龙厂站	2198,大布路口站 
3090,顺龙厂站	2198,大布路口站 
3079,水西村站	2198,大布路口站 
3078,水西村站	2198,大布路口站 
3077,水西村委站	2198,大布路口站 
3076,水西村委站	2198,大布路口站 
3072,水南大道中站	2198,大布路口站 
3070,水南大道西站	2198,大布路口站 
3049,广园新村总站②	2198,大布路口站 
3029,广药生活区站	2198,大布路口站 
3014,广卫路总站4	2198,大布路口站 
2861,岗顶站	2198,大布路口站 
2860,岗顶站	2198,大布路口站 
2848,干部疗养院站	2198,大布路口站 
2845,甘竹路站	2198,大布路口站 
2844,甘竹路站	2198,大布路口站 
2843,甘竹村口站	2198,大布路口站 
2842,甘竹村口站	2198,大布路口站 
2841,甘蔗年丰站	2198,大布路口站 
2839,富悦街站	2198,大布路口站 
2834,富南路南站	2198,大布路口站 
2832,富南路北站	2198,大布路口站 
2814,福山村委总站	2198,大布路口站 
2812,福南坊站	2198,大布路口站 
2809,福洞小学站	2198,大布路口站 
2808,福洞小学站	2198,大布路口站 
2807,福洞村站	2198,大布路口站 
2806,福洞村站	2198,大布路口站 
2805,福洞村尾站	2198,大布路口站 
2804,福洞村尾站	2198,大布路口站 
2803,福洞村路口站	2198,大布路口站 
2799,佛子庄总站	2198,大布路口站 
2787,凤鸣路站	2198,大布路口站 
979,星河湾北门站	2198,大布路口站 
970,信华路站	2198,大布路口站 
964,新庄二路站	2198,大布路口站 
962,新庄村委站	2198,大布路口站 
959,新洲前站	2198,大布路口站 
956,新洲科技园站	2198,大布路口站 
951,新鱼桥头站	2198,大布路口站 
943,新业路站	2198,大布路口站 
939,新业路口站	2198,大布路口站 
938,新业路口站	2198,大布路口站 
936,新屋站	2198,大布路口站 
935,新屋站	2198,大布路口站 
934,新围村站	2198,大布路口站 
930,新田居委会站	2198,大布路口站 
929,新田居委会站	2198,大布路口站 
928,新田村站	2198,大布路口站 
927,新田村站	2198,大布路口站 
926,新田村口站	2198,大布路口站 
925,新田村口站	2198,大布路口站 
166,朱屋站	2198,大布路口站 
118,中五路站	2198,大布路口站 
86,中南花园总站	2198,大布路口站 
1534,长棠路口站	2198,大布路口站 
1532,长平路口站	2198,大布路口站 
1528,长平村站	2198,大布路口站 
1524,长龙村站	2198,大布路口站 
1517,长江路口站	2198,大布路口站 
1509,长庚村总站	2198,大布路口站 
1508,长庚村口站	2198,大布路口站 
1507,长庚村口站	2198,大布路口站 
2482,东海北路中站	2198,大布路口站 
2452,东二路	2198,大布路口站 
2392,灯布社站	2198,大布路口站 
2391,灯布社站	2198,大布路口站 
2381,丹水坑路中站	2198,大布路口站 
2379,丹水坑路南站	2198,大布路口站 
2378,丹水坑路口站	2198,大布路口站 
2354,大学城体育中心站	2198,大布路口站 
1715,海南南丫村口站	2198,大布路口站 
1714,海南连生坊站	2198,大布路口站 
1700,海角红楼西门站	2198,大布路口站 
1668,广州亿仁医院站	2198,大布路口站 
1640,广州火车站总站l	2198,大布路口站 
1633,广州火车站总站e	2198,大布路口站 
7890,甘竹村站	2198,大布路口站 
7801,北三路南站	2198,大布路口站 
1758,海珠路站	2198,大布路口站 
1744,海中高得站	2198,大布路口站 
1739,海中北路口站	2198,大布路口站 
1738,海员路站	2198,大布路口站 
1722,海南生北坊站	2198,大布路口站 
1720,海南南丫西站	2198,大布路口站 
1718,海南南丫东站	2198,大布路口站 
11381,湴湄村口站	2198,大布路口站 
11380,子沙村委站	2198,大布路口站 
11379,新涌村委站	2198,大布路口站 
11378,榄核长江数码花园站	2198,大布路口站 
11376,大简村南沙大道站	2198,大布路口站 
11369,南沙体育馆站	2198,大布路口站 
11146,知识城政务中心站	2198,大布路口站 
11104,石基村委总站	2198,大布路口站 
11081,鱼窝头车站站	2198,大布路口站 
11055,马克路站	2198,大布路口站 
11048,庙贝村站	2198,大布路口站 
11009,樟边路口站	2198,大布路口站 
10877,工业路站	2198,大布路口站 
12134,陈村路口	2198,大布路口站 
11100,晒缯涌站	2198,大布路口站 
11094,朗晴工业区站	2198,大布路口站 
11087,鱼窝头中学站	2198,大布路口站 
11084,丹乐食品站	2198,大布路口站 
11083,马克路站	2198,大布路口站 
11078,万洲村(解放队)站	2198,大布路口站 
11049,东升农场站	2198,大布路口站 
11022,中教村站	2198,大布路口站 
11021,庙青村站	2198,大布路口站 
11018,东升农场站	2198,大布路口站 
11015,灵山路口南站	2198,大布路口站 
10994,小平牌坊站	2198,大布路口站 
10966,为民中路	2198,大布路口站 
10965,威乐工业区站	2198,大布路口站 
10963,汀根小学站	2198,大布路口站 
10955,市桥医院(捷进中路)站	2198,大布路口站 
11687,谢石路口站	2198,大布路口站 
11677,大洲路口站	2198,大布路口站 
11672,多州站	2198,大布路口站 
11671,永字街站	2198,大布路口站 
12042,钟村文化广场站	2198,大布路口站 
12040,屏一村站	2198,大布路口站 
12039,顺德碧桂园站	2198,大布路口站 
12038,东乡联发工业区站	2198,大布路口站 
12036,龙祥路口站	2198,大布路口站 
12035,水门村站	2198,大布路口站 
12034,水门村站	2198,大布路口站 
12030,思亲园站	2198,大布路口站 
12021,化龙车站	2198,大布路口站 
12020,盛龙社区总站	2198,大布路口站 
12019,广汽生活区站	2198,大布路口站 
12016,海心村站	2198,大布路口站 
12014,明经村站	2198,大布路口站 
12013,爱莲村站	2198,大布路口站 
12012,山门村站	2198,大布路口站 
12011,下山门村站	2198,大布路口站 
12010,下山门村站	2198,大布路口站 
12009,桥福园(东环路)站	2198,大布路口站 
12007,谭边村站	2198,大布路口站 
12005,竹山工业区站	2198,大布路口站 
12004,竹山村站	2198,大布路口站 
12002,桥山村站	2198,大布路口站 
12001,大龙路口站	2198,大布路口站 
12000,眉山工业区站	2198,大布路口站 
11999,旧水坑村委站	2198,大布路口站 
11998,金山大道路口站	2198,大布路口站 
11994,星海青少宫站	2198,大布路口站 
11992,市桥医院(西环路)站	2198,大布路口站 
11991,环市西环路站	2198,大布路口站 
11990,三其大街站	2198,大布路口站 
11989,前锋路站	2198,大布路口站 
11988,前锋村委站	2198,大布路口站 
11987,前锋村委站	2198,大布路口站 
11986,低涌村委站	2198,大布路口站 
11985,北斗桥底站	2198,大布路口站 
11983,石基文化广场站	2198,大布路口站 
11982,茶东村(富怡路)站	2198,大布路口站 
11981,富怡路中站	2198,大布路口站 
12366,新塘供电所站	2198,大布路口站 
12234,华润涂料捷信厂站	2198,大布路口站 
12407,螺旋大道西站	2198,大布路口站 
12212,五沙小学站	2198,大布路口站 
12404,星岛环北路(螺旋二路路口)站	2198,大布路口站 
12261,黄麻社区居委会	2198,大布路口站 
12206,金沙人家站	2198,大布路口站 
12236,丰田合成配件厂站	2198,大布路口站 
12260,八哥村站	2198,大布路口站 
12405,螺旋四路(标一企业)站	2198,大布路口站 
12252,心和村站	2198,大布路口站 
12369,荔新路口站	2198,大布路口站 
12365,铁路桥站	2198,大布路口站 
2921,官堂西站	2198,大布路口站 
2919,官堂东站	2198,大布路口站 
2910,公安分局站	2198,大布路口站 
2876,港讯小区站	2198,大布路口站 
2875,港湾一村站	2198,大布路口站 
2874,港湾一村站	2198,大布路口站 
1603,广州火车东站总站②a	2198,大布路口站 
1784,八十四中学站	2198,大布路口站 
1780,澳洲山庄站	2198,大布路口站 
1772,坳岗站	2198,大布路口站 
1771,安新路站	2198,大布路口站 
1770,安新路站	2198,大布路口站 
1769,安新路南站	2198,大布路口站 
1768,安新路南站	2198,大布路口站 
1465,增南路站	2198,大布路口站 
1460,增滘村站	2198,大布路口站 
1457,云苑直街站	2198,大布路口站 
1456,云苑直街口站	2198,大布路口站 
1455,云苑一街站	2198,大布路口站 
1454,云苑一街口站	2198,大布路口站 
1443,云溪路中站	2198,大布路口站 
7012,下亨田站	2198,大布路口站 
7010,南海管业城站	2198,大布路口站 
7005,洲村市场站	2198,大布路口站 
6996,上沙涌	2198,大布路口站 
6919,新业路北(斗塘路口)站	2198,大布路口站 
6915,玉岩路中站	2198,大布路口站 
6907,荔红公园站	2198,大布路口站 
6903,田心西路站	2198,大布路口站 
10062,慕园村站	2198,大布路口站 
10018,黄岐镇政府总站	2198,大布路口站 
9811,班岭村口站	2198,大布路口站 
11398,新造职中站	2198,大布路口站 
11397,新谭路口站	2198,大布路口站 
11396,新造医院站	2198,大布路口站 
11102,石基小学站	2198,大布路口站 
11101,三坭涌站	2198,大布路口站 
11079,均冲站	2198,大布路口站 
11075,红星村站	2198,大布路口站 
11068,沙尾站	2198,大布路口站 
11059,均冲站	2198,大布路口站 
11051,灵山医院站	2198,大布路口站 
11004,禺山大道西站	2198,大布路口站 
10995,小平牌坊站	2198,大布路口站 
10973,沙湾派出所站	2198,大布路口站 
10967,为民中路站	2198,大布路口站 
10919,龙岐路口站	2198,大布路口站 
10907,康泰园站	2198,大布路口站 
10880,公路局南城分局站	2198,大布路口站 
12191,顺番加油站	2198,大布路口站 
11171,广铁一中站	2198,大布路口站 
11166,海傍水乡站	2198,大布路口站 
11108,晒缯涌站	2198,大布路口站 
11098,七十七站	2198,大布路口站 
11086,朗晴工业区站	2198,大布路口站 
11085,东涌万兴路总站	2198,大布路口站 
11076,长莫村委站	2198,大布路口站 
11072,十四队站	2198,大布路口站 
11069,万洲水闸总站	2198,大布路口站 
11066,十四队站	2198,大布路口站 
11062,长莫村委站	2198,大布路口站 
11052,灵山路口南站	2198,大布路口站 
11047,宜安村站	2198,大布路口站 
11017,高新沙路口站	2198,大布路口站 
11008,樟边村总站	2198,大布路口站 
10992,象贤中学北门站	2198,大布路口站 
10958,市桥中心小学站	2198,大布路口站 
10945,沙湾南村站	2198,大布路口站 
10940,沙头中学站	2198,大布路口站 
10902,捷进中路站	2198,大布路口站 
10887,横坑村站	2198,大布路口站 
11172,技术官员村站	2198,大布路口站 
11167,亚运城综合体育馆站	2198,大布路口站 
11140,凤凰四路站	2198,大布路口站 
10190,天顺路站	2198,大布路口站 
10121,红旗路站	2198,大布路口站 
10084,王园路站	2198,大布路口站 
10073,桥中总站	2198,大布路口站 
10053,生物岛北站	2198,大布路口站 
6558,光宝路站	2198,大布路口站 
6498,前锋村站	2198,大布路口站 
6496,区公汽公司站	2198,大布路口站 
6494,番禺汽车客运站	2198,大布路口站 
6404,山塘村站	2198,大布路口站 
11980,石基三中(富怡路)站	2198,大布路口站 
11977,金业别墅花园站	2198,大布路口站 
11976,绿庭雅苑站	2198,大布路口站 
11973,西村路口站	2198,大布路口站 
11971,古坝市场站	2198,大布路口站 
11970,新洲村委站	2198,大布路口站 
11969,龙湾村站	2198,大布路口站 
11968,龙湾小学站	2198,大布路口站 
11967,龙湾小学站	2198,大布路口站 
11966,紫坭村委站	2198,大布路口站 
11965,小平路口站	2198,大布路口站 
11961,大刀沙村尾站	2198,大布路口站 
11960,草河小学站	2198,大布路口站 
11670,裕丰东站	2198,大布路口站 
11668,沙北村站	2198,大布路口站 
11666,草堂车站	2198,大布路口站 
11665,仙岭村站	2198,大布路口站 
11664,明经村站	2198,大布路口站 
11663,爱莲村站	2198,大布路口站 
11662,金湖工业区站	2198,大布路口站 
11660,大岭村站	2198,大布路口站 
11659,化龙医院站	2198,大布路口站 
11658,番艺花园站	2198,大布路口站 
11657,南坑村口站	2198,大布路口站 
11655,金山小学站	2198,大布路口站 
11654,桥山村站	2198,大布路口站 
11653,石基小学大龙校区站	2198,大布路口站 
11652,桥山工业区站	2198,大布路口站 
11651,文边村站	2198,大布路口站 
11650,旧水坑小学站	2198,大布路口站 
11648,水濂小学站	2198,大布路口站 
11647,新水坑文化中心站	2198,大布路口站 
11646,坑头村站	2198,大布路口站 
11641,西丽桥北站	2198,大布路口站 
11640,市桥医院(西环路)站	2198,大布路口站 
11639,三其大街站	2198,大布路口站 
11638,大龙居委站	2198,大布路口站 
11637,大龙居委站	2198,大布路口站 
11636,富怡苑站	2198,大布路口站 
11633,浮沙村站	2198,大布路口站 
11632,古坝市场站	2198,大布路口站 
11631,古坝电影院站	2198,大布路口站 
11630,古东工业区站	2198,大布路口站 
11629,大桥头站	2198,大布路口站 
11626,番禺博物馆站	2198,大布路口站 
11624,南区公园(福德路)站	2198,大布路口站 
11617,思贤村站	2198,大布路口站 
11616,兴业大道北站	2198,大布路口站 
11615,新造中心小学站	2198,大布路口站 
11613,文山村站	2198,大布路口站 
11600,张松村总站	2198,大布路口站 
11598,榄核镇政府站	2198,大布路口站 
11596,九比村总站	2198,大布路口站 
11595,同康路站	2198,大布路口站 
11590,地铁东涌总站	2198,大布路口站 
11589,东涌名苑站	2198,大布路口站 
12188,西丽桥南站	2198,大布路口站 
11580,南沙体育馆站	2198,大布路口站 
11572,屏一桥站	2198,大布路口站 
11571,西二村(西张二路)站	2198,大布路口站 
11561,复苏站	2198,大布路口站 
11559,莲花山车站总站	2198,大布路口站 
11558,石楼派出所站	2198,大布路口站 
11555,裕丰桥站	2198,大布路口站 
11552,合兴村站	2198,大布路口站 
11550,山门牌坊站	2198,大布路口站 
11547,交警大队站	2198,大布路口站 
11544,金山村委站	2198,大布路口站 
11543,大龙玻璃厂站	2198,大布路口站 
11542,大龙玻璃厂站	2198,大布路口站 
11541,石基小学大龙校区站	2198,大布路口站 
11540,凌边村站	2198,大布路口站 
11539,天德厂站	2198,大布路口站 
11538,凌边总站	2198,大布路口站 
11537,凌边工业区站	2198,大布路口站 
11536,金山路口站	2198,大布路口站 
11535,文边工业区站	2198,大布路口站 
11534,坑头工业区站	2198,大布路口站 
11533,坑头生态园站	2198,大布路口站 
